gadolinium	ɡ ɛ d o l i n i ə m	0
gaji	ɡ a d͡ʒ i	741
galium	ɡ a l i o m	0
galium	ɡ a l i ə m	0
galium	ɡ ɛ l i ə m	0
geisya	ɡ e ʔ i ʃ ɐ	0
germanium	d͡ʒ ə r m a n i ə m	0
germanium	ɡ ə r m a n i o m	0
germanium	ɡ ə r m a n i ə m	0
graviti	ɡ r a v i t i	43
h	e t͡ʃ	24
h	h	24
h	h e t͡ʃ	24
hafnium	h a f n i o m	0
hafnium	h a f n i ə m	0
haiwan	h a i̯ w a n	878
haiwan	h e w a n	878
hari	h a r i	16703
hassium	h a s i o m	0
hassium	h a s i ə m	0
hassium	h ɛ s i ə m	0
hijau	h i d͡ʒ a u̯	600
hitam	h i t a m	763
holmium	h ɔ l m i o m	0
holmium	h ɔ l m i ə m	0
i	a i̯	191
i	e	191
i	i	191
indium	i n d i o m	0
indium	i n d i ə m	0
iodin	a j o d e n	8
iodin	i o d e n	8
iridium	i r i d i o m	1
iridium	i r i d i ə m	1
itam	i t a m	18
iterbium	i t ə r b i o m	0
iterbium	i t ə r b i ə m	0
itrium	i t r i o m	0
itrium	i t r i ə m	0
j	d͡ʒ	93
j	d͡ʒ e	93
j	t͡ʃ	93
jakal	d͡ʒ a k a l	0
jam	d͡ʒ a m	2773
januari	d͡ʒ a n u a r i	1156
julai	d͡ʒ u l a i̯	1611
jun	d͡ʒ o n	1653
k	k	28
k	k e	28
k	k̚	28
k	ʔ	28
kadmium	k a t m i o m	12
kadmium	k a t m i ə m	12
kadmium	k ɛ t m i ə m	12
kalifornium	k a l i f ɔ r n i o m	0
kalifornium	k a l i f ɔ r n i ə m	0
kalifornium	k ɛ l i f ɔ r n i ə m	0
kalium	k a l i o m	3
kalium	k a l i ə m	3
kalium	k e l i ə m	3
kalsium	k a l s i o m	34
kalsium	k a l s i ə m	34
kalsium	k ɛ l s i ə m	34
kanyon	k a ɲ o n	10
kawan	k a w a n	249
kelabu	k ə l a b u	66
kempen	k e m p e n	1202
kencana	k ə n t͡ʃ a n ə	13
kirik	k i r e ʔ	0
klorin	k l ɔ r ɪ n	21
kobalt	k o b a l t	1
kopernisium	k ɔ p ə r n i s i o m	0
kopernisium	k ɔ p ə r n i s i ə m	0
koyote	k a j o t i	0
koyote	k o j o t e	0
kripton	k r i p t o n	0
kripton	k r i p t ə n	0
kromium	k r o m i o m	4
kromium	k r o m i ə m	4
kugar	k u ɡ a r	0
kugar	k u ɡ ɐ r	0
kulon	k u l o n	0
kuprum	k u p r o m	3
kuprum	k u p r ə m	3
kurium	k u r i o m	0
kurium	k u r i ə m	0
kurun	k u r o n	58
kuyuk	k u j o ʔ	0
l	l	37
l	ɛ l	37
langking	l a ŋ k e ŋ	0
lantanum	l a n t a n o m	0
lantanum	l a n t a n ə m	0
lantanum	l ɛ n t ə n ə m	0
latin	l a t e n	52
lawrensium	l ɔ r ɛ n s i o m	0
lawrensium	l ɔ r ɛ n s i ə m	0
lotong	l o t o ŋ	4
lutetium	l u t e t i o m	0
lutetium	l u t e t i ə m	0
lutetium	l u t i ʃ ə m	0
m	m	339
m	ɛ m	339
mac	m a t͡ʃ	1607
maghrib	m a ɡ ə r e p	87
maghrib	m a ɣ ə r e p	87
makalah	m a k a l a h	9
malayalam	m a l a j a l a m	1
mangan	m a ŋ ɡ a n	3
mangan	m a ŋ ɡ ə n	3
mangan	m ɛ ŋ ɡ ə n	3
mas	m a s	602
mei	m e	1629
meitnerium	m a i t n i r i ə m	0
meitnerium	m e i t n e r i o m	0
meitnerium	m e i t n e r i ə m	0
memberang	m ə m b ə r a ŋ	0
memerang	m ə m ə r a ŋ	4
mendelevium	m ɛ n d ə l ɛ v i o m	0
mendelevium	m ɛ n d ə l ɛ v i ə m	0
merkuri	m ə r k u r i	45
minggu	m i ŋ ɡ u	2433
minit	m i n e t	2022
molibdenum	m o l i p d e n o m	0
molibdenum	m o l i p d e n ə m	0
musang	m u s a ŋ	262
n	n	30
n	ɛ n	30
neodimium	n e o d i m i o m	0
neodimium	n e o d i m i ə m	0
neodimium	n i o d i m i ə m	0
neptunium	n ɛ p t u n i o m	0
neptunium	n ɛ p t u n i ə m	0
ngarai	ŋ a r a i̯	3
nikel	n i k ə l	1
nila	n i l ə	10
nilakandi	n i l ə k a n d i	0
niobium	n i o b i o m	0
niobium	n i o b i ə m	0
nobelium	n o b ɛ l i o m	0
nobelium	n o b ɛ l i ə m	0
november	n o v ɛ m b ə r	1398
nyalaan	ɲ a l ə ʔ a n	21
o	o	70
o	ɔ	70
ogos	ɔ ɡ o s	2042
oksihidrogen	ɔ k s i h a i̯ d r o d͡ʒ ə n	0
oksihidrogen	ɔ k s i h i d r o ɡ ə n	0
oktober	ɔ k t o b ə r	1234
osmium	ɔ s m i o m	0
osmium	ɔ s m i ə m	0
ovum	o v o m	6
p	p	62
p	p i	62
p	p̚	62
paladium	p a l a d i o m	0
paladium	p a l a d i ə m	0
paladium	p ə l e d i ə m	0
panda	p a n d ə	32
paul	p a o l	91
pawaka	p a w a k ə	0
pengovuman	p ə ŋ o v o m a n	0
perak	p e r a ʔ	1988
pirau	p i r a u̯	0
platinum	p l a t i n o m	36
platinum	p l a t i n ə m	36
platinum	p l ɛ t i n ə m	36
plumbum	p l a m b ə m	9
plumbum	p l u m b o m	9
plumbum	p l u m b ə m	9
plutonium	p l u t o n i o m	2
plutonium	p l u t o n i ə m	2
polonium	p o l o n i o m	0
polonium	p o l o n i ə m	0
polonium	p ə l o n i ə m	0
praseodimium	p r a s e o d i m i o m	0
praseodimium	p r a s e o d i m i ə m	0
praseodimium	p r e s i ə d i m i ə m	0
prometium	p r o m e t i o m	0
prometium	p r o m e t i ə m	0
prometium	p r o m i t i ə m	0
protaktinium	p r o t a k t i n i o m	0
protaktinium	p r o t a k t i n i ə m	0
protaktinium	p r o t ɛ k t i n i ə m	0
puma	p u m ɐ	7
puma	p u m ə	7
q	k	2
q	k i u	2
q	k j u	2
q	k̚	2
q	q	2
r	a r	47
r	r	47
radium	r a d i o m	0
radium	r a d i ə m	0
radium	r e d i ə m	0
radon	r a d ɔ n	0
radon	r e d ɔ n	0
raksa	r a k s ə	10
rambutan	r a m b o t a n	27
rencana	r ə n t͡ʃ a n ə	65
renium	r ɛ n i o m	0
renium	r ɛ n i ə m	0
rodium	r o d i o m	0
rodium	r o d i ə m	0
roentgenium	r ɛ n t ə ɡ ɛ n i o m	0
roentgenium	r ɛ n t ə ɡ ɛ n i ə m	0
rubah	r u b a h	0
rubidium	r u b i d i o m	0
rubidium	r u b i d i ə m	0
rumawi	r u m a w i	1
rutenium	r u t ə n i o m	0
rutenium	r u t ə n i ə m	0
ruterfordium	r u t ə r f ɔ r d i o m	0
ruterfordium	r u t ə r f ɔ r d i ə m	0
s	s	179
s	ɛ s	179
saat	s a ʔ a t	639
samarium	s a m a r i o m	0
samarium	s a m a r i ə m	0
samarium	s ə m ɛ r i ə m	0
sato	s a t o	0
satwa	s a t u ə	1
satwa	s a t w ə	1
selenium	s e l ɛ n i o m	3
september	s ɛ p t ɛ m b ə r	1317
seram	s ɛ r a m	88
serigala	s ə r i ɡ a l ə	48
serium	s e r i o m	0
serium	s e r i ə m	0
serium	s i r i ə m	0
sesium	s e s i o m	0
sesium	s e s i ə m	0
sesium	s i s i ə m	0
siamang	s i a m a ŋ	2
sil	s e l	2
sil	s ɪ l	2
singa	s i ŋ ə	34
skandium	s k a n d i o m	0
skandium	s k a n d i ə m	0
skandium	s k ɛ n d i ə m	0
strontium	s t r ɔ n t i o m	0
strontium	s t r ɔ n t i ə m	0
strontium	s t r ɔ n ʃ ə m	0
t	t	63
t	t i	63
t	t̚	63
tahun	t a h o n	19830
takkan	t a ʔ k a n	51
talium	t a l i o m	0
talium	t a l i ə m	0
talium	t ɛ l i ə m	0
tantalum	t a n t a l o m	0
tantalum	t a n t a l ə m	0
tantalum	t ɛ n t ə l ə m	0
teknetium	t ɛ k n e t i o m	0
teknetium	t ɛ k n e t i ə m	0
telurium	t ɛ l u r i o m	0
telurium	t ɛ l u r i ə m	0
telurium	t ɛ l ə r i ə m	0
tembaga	t ə m b a ɡ ə	35
tenturun	t ə n t u r o n	0
terbium	t ə r b i o m	0
terbium	t ə r b i ə m	0
timah	t i m a h	97
titanium	t a i̯ t e n i ə m	11
titanium	t i t a n i o m	11
titanium	t i t a n i ə m	11
tolak	t o l a ʔ	154
torium	t ɔ r i o m	0
torium	t ɔ r i ə m	0
tuil	t u e l	1
tuil	t u ɪ l	1
tulium	t u l i o m	0
tulium	t u l i ə m	0
tungsten	t u ŋ s t ə n	1
u	j u	42
u	o	42
u	u	42
ujrah	u d͡ʒ ə r a h	2
ujrat	u d͡ʒ ə r a t	0
uranium	j u r e n i ə m	3
uranium	u r a n i o m	3
uranium	u r a n i ə m	3
urdu	u r d u	6
v	f	157
v	v	157
v	v i	157
vanadium	v a n a d i o m	0
vanadium	v a n a d i ə m	0
vanadium	v ə n e d i ə m	0
w	d a b l i u	9
w	d a b l j u	9
w	d a b ə l i u	9
w	d a b ə l j u	9
w	w	9
wolfram	w ɔ l f r a m	1
wolfram	w ɔ l f r ɛ m	1
x	k̚ s	133
x	z	133
x	ɛ k̚ s	133
xenon	z e n ɔ n	1
xenon	z i n ɔ n	1
y	j	42
y	w a i̯	42
yaum	j a o m	0
yunani	j u n a n i	10
z	s	37
z	z	37
z	z i	37
z	z ɛ k̚	37
z	z ɛ t̚	37
zib	z e p	0
zigot	z i ɡ ɔ t	0
zink	z e ŋ k ə	25
zirkonium	z i r k o n i o m	0
zirkonium	z i r k o n i ə m	0
ā	ə	0
ă	ə	0
ĕ	ə	0
ء	h a m z a h	0
ء	ʔ	0
ا	a l e f	0
ا	ä	0
ا	ɐ	0
ا	ə	0
ابالوني	a b a l o n e	0
اباک	a b a k ə	0
ابد	a b a t	0
اجرة	u d͡ʒ ə r a t	0
اجره	u d͡ʒ ə r a h	0
اخضر	a x d a r	0
ارݢينتوم	a r d͡ʒ ɛ n t ə m	0
ارݢينتوم	a r ɡ ɛ n t o m	0
ارݢينتوم	a r ɡ ɛ n t ə m	0
الله	a l l a h	0
الله	ɔ l l ɔ h	0
امس	ə m a s	0
انجيڠ	a n d͡ʒ e ŋ	0
اوکتوبر	ɔ k t o b ə r	0
اوۏوم	o v o m	0
اوݢوس	ɔ ɡ o s	0
ايتم	i t a m	0
اڤريل	a p r e l	0
ب	b	0
ب	b ɐ	0
ب	p̚	0
بارت	b a r a t	0
برلاو	b ə r l a u̯	0
بلاو	b ə l a u̯	0
بنتوروڠ	b ə n t u r o ŋ	0
بولن	b u l a n	0
بولوڠ	b o l o ŋ	0
بيرو	b i r u	0
بيسموت	b i s m o t	0
بيسموت	b i s m ə t	0
بيناتڠ	b i n a t a ŋ	0
بينتوروڠ	b i n t u r o ŋ	0
ت	t	0
ت	t ɐ	0
ت	t̚	0
تاهون	t a h o n	0
تقکن	t a ʔ k a n	0
تنتورون	t ə n t u r o n	0
توڠستن	t u ŋ s t ə n	0
تيمه	t i m a h	0
ث	s	0
ث	s ɐ	0
ج	d͡ʒ	0
ج	d͡ʒ e m	0
ج	t͡ʃ	0
جاکل	d͡ʒ a k a l	0
جم	d͡ʒ a m	0
جولاي	d͡ʒ u l a i̯	0
جون	d͡ʒ o n	0
ح	h	0
حيوان	h a i̯ w a n	0
حيوان	h e w a n	0
خ	x	0
خ	x ɔ	0
د	d	0
د	d a l	0
د	t̚	0
دتيق	d ə t e ʔ	0
ديسيمبر	d i s ɛ m b ə r	0
ديڠو	d i ŋ o	0
ديڠو	d i ŋ ɡ o	0
ذ	s	0
ذ	z	0
ذ	z a l	0
ذيب	z e p	0
ر	r	0
ر	r ɔ	0
رامبوتن	r a m b o t a n	0
رقسا	r a k s ə	0
روبه	r u b a h	0
ز	s	0
ز	z	0
ز	z a i̯	0
زيڠک	z e ŋ k ə	0
زيݢوت	z i ɡ ɔ t	0
س	s	0
س	s e n	0
س	s ə	0
ساتو	s a t o	0
ساتو	s a t u	0
ساعت	s a ʔ a t	0
ستوا	s a t u ə	0
ستوا	s a t w ə	0
سيامڠ	s i a m a ŋ	0
سيل	s e l	0
سيل	s ɪ l	0
سيڠ	s e ŋ	0
سيڤتيمبر	s ɛ p t ɛ m b ə r	0
ش	ʃ	0
ش	ʃ e n	0
ص	s	0
ص	s ɔ t	0
ض	d	0
ض	d ɔ t	0
ض	t̚	0
ط	t	0
ط	t ɔ	0
ط	t̚	0
ظ	s	0
ظ	z	0
ظ	z ɔ	0
ع	ʔ	0
ع	ʔ a e n	0
غ	ɣ	0
غ	ɣ a e n	0
غ	ɣ e n	0
ف	f	0
ف	f ɐ	0
ف	p	0
فضة	f i d a h	0
ق	k	0
ق	k̚	0
ق	q	0
ق	q a f	0
قرون	k u r o n	0
ك	k	0
ك	k a f	0
ك	k̚	0
ك	ɡ	0
ل	l	0
ل	l a m	0
لوتوڠ	l o t o ŋ	0
لڠکيڠ	l a ŋ k e ŋ	0
م	m	0
م	m e m	0
مرکوري	m ə r k u r i	0
مس	m a s	0
مغرب	m a ɡ ə r e p	0
مغرب	m a ɣ ə r e p	0
ممبرڠ	m ə m b ə r a ŋ	0
ممرڠ	m ə m ə r a ŋ	0
موسڠ	m u s a ŋ	0
مينيت	m i n e t	0
ميڠݢو	m i ŋ ɡ u	0
مچ	m a t͡ʃ	0
ن	n	0
ن	n o n	0
نوۏيمبر	n o v ɛ m b ə r	0
نيلا	n i l ə	0
نيلاکندي	n i l ə k a n d i	0
ه	h	0
هيتم	h i t a m	0
هيجاو	h i d͡ʒ a u̯	0
و	f	0
و	o	0
و	u	0
و	v	0
و	w	0
و	w a u̯	0
و	ɔ	0
وولفرم	w ɔ l f r a m	0
وولفرم	w ɔ l f r ɛ m	0
ى	j ə	0
ى	ə	0
ي	e	0
ي	i	0
ي	j	0
ي	j ɐ	0
ي	ɛ	0
يوم	j a o m	0
چ	t͡ʃ	0
چ	t͡ʃ ɐ	0
چيته	t͡ʃ i t a h	0
ڠ	ŋ	0
ڠ	ŋ ɐ	0
ڠاراي	ŋ a r a i̯	0
ڤ	p	0
ڤ	p ɐ	0
ڤ	p̚	0
ڤاءول	p a o l	0
ڤاواک	p a w a k ə	0
ڤلومبوم	p l a m b ə m	0
ڤلومبوم	p l u m b o m	0
ڤلومبوم	p l u m b ə m	0
ڤندا	p a n d ə	0
ڤوما	p u m ɐ	0
ڤوما	p u m ə	0
ڤيراو	p i r a u̯	0
ڤڠوۏومن	p ə ŋ o v o m a n	0
ک	k	0
ک	k a f	0
ک	k̚	0
کلابو	k ə l a b u	0
کلورين	k l ɔ r ɪ n	0
کمڤڽى	k a m p a ɲ ə	0
کنيون	k a ɲ o n	0
کنچان	k ə n t͡ʃ a n ə	0
کولون	k u l o n	0
کويوتي	k a j o t i	0
کويوتي	k o j o t e	0
کويوق	k u j o ʔ	0
کوݢر	k u ɡ a r	0
کوݢر	k u ɡ ɐ r	0
کيريق	k i r e ʔ	0
کيمڤين	k e m p e n	0
ڬ	k̚	0
ڬ	ɡ	0
ڬ	ɡ ɐ	0
ڽ	ɲ	0
ڽ	ɲ ɐ	0
ڽالاءن	ɲ a l ə ʔ a n	0
ۏ	f	0
ۏ	v	0
ۏ	v ɐ	0
ݢ	k̚	0
ݢ	ɡ	0
ݢ	ɡ ɐ	0
ݢاجي	ɡ a d͡ʒ i	0
ݢاديڠ	ɡ a d e ŋ	0
ݢيئيشا	ɡ e ʔ i ʃ ɐ	0
