ast_latn_phonetic.tsv	ast	Asturian	Asturian	Latin		False	Phonetic	True	133
aot_latn_phonemic.tsv	aot	Atong (India)	Atong (India)	Latin		False	Phonemic	True	140
aze_latn_phonemic.tsv	aze	Azerbaijani	Azerbaijani	Latin		False	Phonemic	True	259
aze_latn_phonetic_filtered.tsv	aze	Azerbaijani	Azerbaijani	Latin		True	Phonetic	True	2635
aze_latn_phonetic.tsv	aze	Azerbaijani	Azerbaijani	Latin		False	Phonetic	True	2821
bdq_latn_phonemic.tsv	bdq	Bahnar	Bahnar	Latin		False	Phonemic	True	161
ban_bali_phonemic.tsv	ban	Balinese	Balinese	Balinese		False	Phonemic	True	186
bak_cyrl_phonemic.tsv	bak	Bashkir	Bashkir	Cyrillic		False	Phonemic	True	108
bak_cyrl_phonetic.tsv	bak	Bashkir	Bashkir	Cyrillic		False	Phonetic	True	2049
baq_latn_phonemic.tsv	baq	Basque	Basque	Latin		False	Phonemic	True	1742
baq_latn_phonetic.tsv	baq	Basque	Basque	Latin		False	Phonetic	True	186
bel_cyrl_phonetic.tsv	bel	Belarusian	Belarusian	Cyrillic		False	Phonetic	True	3203
ben_beng_phonemic.tsv	ben	Bengali	Bengali	Bengali		False	Phonemic	False	792
ben_beng_phonetic.tsv	ben	Bengali	Bengali	Bengali		False	Phonetic	False	168
bcl_latn_phonemic.tsv	bcl	Central Bikol	Bikol Central	Latin		False	Phonemic	True	100
pcc_latn_phonemic.tsv	pcc	Bouyei	Bouyei	Latin		False	Phonemic	True	105
bre_latn_phonemic.tsv	bre	Breton	Breton	Latin		False	Phonemic	True	495
kxd_latn_phonemic.tsv	kxd	Brunei	Brunei Malay	Latin		False	Phonemic	True	346
bul_cyrl_phonemic_filtered.tsv	bul	Bulgarian	Bulgarian	Cyrillic		True	Phonemic	True	31782
bul_cyrl_phonemic.tsv	bul	Bulgarian	Bulgarian	Cyrillic		False	Phonemic	True	31881
bul_cyrl_phonetic.tsv	bul	Bulgarian	Bulgarian	Cyrillic		False	Phonetic	True	6377
bur_mymr_phonemic_filtered.tsv	bur	Burmese	Burmese	Myanmar		True	Phonemic	False	4631
bur_mymr_phonemic.tsv	bur	Burmese	Burmese	Myanmar		False	Phonemic	False	4636
yue_hani_phonemic.tsv	yue	Yue Chinese	Cantonese	Han		False	Phonemic	False	87378
crx_cans_phonemic.tsv	crx	Carrier	Carrier	Canadian Aboriginal		False	Phonemic	False	175
cat_latn_phonemic.tsv	cat	Catalan; Valencian	Catalan	Latin		False	Phonemic	True	55829
ceb_latn_phonemic.tsv	ceb	Cebuano	Cebuano	Latin		False	Phonemic	True	326
nya_latn_phonemic.tsv	nya	Nyanja	Chichewa	Latin		False	Phonemic	True	823
cmn_hani_phonemic.tsv	cmn	Mandarin Chinese	Chinese	Han		False	Phonemic	False	133686
cho_latn_phonemic.tsv	cho	Choctaw	Choctaw	Latin		False	Phonemic	True	112
nci_latn_phonemic.tsv	nci	Classical Nahuatl	Classical Nahuatl	Latin		False	Phonemic	True	820
nci_latn_phonetic.tsv	nci	Classical Nahuatl	Classical Nahuatl	Latin		False	Phonetic	True	1396
syc_syrc_phonetic.tsv	syc	Classical Syriac	Classical Syriac	Syriac		False	Phonetic	False	5947
cop_copt_phonemic.tsv	cop	Coptic	Coptic	Coptic		False	Phonemic	True	418
cor_latn_phonemic.tsv	cor	Cornish	Cornish	Latin		False	Phonemic	True	124
cor_latn_phonetic.tsv	cor	Cornish	Cornish	Latin		False	Phonetic	True	680
cos_latn_phonemic.tsv	cos	Corsican	Corsican	Latin		False	Phonemic	True	188
cze_latn_phonemic.tsv	cze	Czech	Czech	Latin		False	Phonemic	True	3222
cze_latn_phonetic.tsv	cze	Czech	Czech	Latin		False	Phonetic	True	26778
dlm_latn_phonemic.tsv	dlm	Dalmatian	Dalmatian	Latin		False	Phonemic	True	176
dan_latn_phonemic.tsv	dan	Danish	Danish	Latin		False	Phonemic	True	4250
dan_latn_phonetic.tsv	dan	Danish	Danish	Latin		False	Phonetic	True	7972
sce_latn_phonemic.tsv	sce	Dongxiang	Dongxiang	Latin		False	Phonemic	True	119
dng_cyrl_phonemic.tsv	dng	Dungan	Dungan	Cyrillic		False	Phonemic	True	160
dut_latn_phonemic.tsv	dut	Dutch; Flemish	Dutch	Latin		False	Phonemic	True	30623
dut_latn_phonemic_filtered.tsv	dut	Dutch; Flemish	Dutch	Latin		True	Phonemic	True	30566
dut_latn_phonetic.tsv	dut	Dutch; Flemish	Dutch	Latin		False	Phonetic	True	652
dzo_tibt_phonemic.tsv	dzo	Dzongkha	Dzongkha	Tibetan		False	Phonemic	False	188
lwl_thai_phonemic.tsv	lwl	Eastern Lawa	Eastern Lawa	Thai		False	Phonemic	False	253
arz_arab_phonemic.tsv	arz	Egyptian Arabic	Egyptian Arabic	Arabic		False	Phonemic	False	113
egy_latn_phonemic.tsv	egy	Egyptian (Ancient)	Egyptian	Latin		False	Phonemic	False	3403
eng_latn_uk_phonemic_filtered.tsv	eng	English	English	Latin	UK, Received Pronunciation	True	Phonemic	True	60422
eng_latn_us_phonemic_filtered.tsv	eng	English	English	Latin	US, General American	True	Phonemic	True	57230
eng_latn_uk_phonemic.tsv	eng	English	English	Latin	UK, Received Pronunciation	False	Phonemic	True	61173
eng_latn_us_phonemic.tsv	eng	English	English	Latin	US, General American	False	Phonemic	True	58072
eng_latn_us_phonetic.tsv	eng	English	English	Latin	US, General American	False	Phonetic	True	1633
eng_latn_uk_phonetic.tsv	eng	English	English	Latin	UK, Received Pronunciation	False	Phonetic	True	1284
epo_latn_phonemic.tsv	epo	Esperanto	Esperanto	Latin		False	Phonemic	True	14990
est_latn_phonemic.tsv	est	Estonian	Estonian	Latin		False	Phonemic	True	429
ewe_latn_phonemic.tsv	ewe	Ewe	Ewe	Latin		False	Phonemic	True	120
fao_latn_phonemic.tsv	fao	Faroese	Faroese	Latin		False	Phonemic	True	1740
fao_latn_phonetic.tsv	fao	Faroese	Faroese	Latin		False	Phonetic	True	1120
fin_latn_phonemic.tsv	fin	Finnish	Finnish	Latin		False	Phonemic	True	69015
fin_latn_phonetic.tsv	fin	Finnish	Finnish	Latin		False	Phonetic	True	69008
fre_latn_phonemic.tsv	fre	French	French	Latin		False	Phonemic	True	57029
fre_latn_phonemic_filtered.tsv	fre	French	French	Latin		True	Phonemic	True	56911
fre_latn_phonetic.tsv	fre	French	French	Latin		False	Phonetic	True	194
glg_latn_phonemic.tsv	glg	Galician	Galician	Latin		False	Phonemic	True	4887
glg_latn_phonetic.tsv	glg	Galician	Galician	Latin		False	Phonetic	True	1670
kld_latn_phonemic.tsv	kld	Gamilaraay	Gamilaraay	Latin		False	Phonemic	True	454
geo_geor_phonemic_filtered.tsv	geo	Georgian	Georgian	Georgian		True	Phonemic	False	15123
geo_geor_phonemic.tsv	geo	Georgian	Georgian	Georgian		False	Phonemic	False	15124
ger_latn_phonemic_filtered.tsv	ger	German	German	Latin		True	Phonemic	True	34145
ger_latn_phonemic.tsv	ger	German	German	Latin		False	Phonemic	True	35486
ger_latn_phonetic.tsv	ger	German	German	Latin		False	Phonetic	True	10984
got_goth_phonemic.tsv	got	Gothic	Gothic	Gothic		False	Phonemic	True	1353
got_goth_phonetic.tsv	got	Gothic	Gothic	Gothic		False	Phonetic	True	275
gre_grek_phonemic_filtered.tsv	gre	Modern Greek (1453-)	Greek	Greek		True	Phonemic	True	10547
gre_grek_phonemic.tsv	gre	Modern Greek (1453-)	Greek	Greek		False	Phonemic	True	10626
gre_grek_phonetic.tsv	gre	Modern Greek (1453-)	Greek	Greek		False	Phonetic	True	408
kal_latn_phonemic.tsv	kal	Kalaallisut	Greenlandic	Latin		False	Phonemic	True	173
afb_arab_phonemic.tsv	afb	Gulf Arabic	Gulf Arabic	Arabic		False	Phonemic	False	528
hts_latn_phonemic.tsv	hts	Hadza	Hadza	Latin		False	Phonemic	True	278
haw_latn_phonemic.tsv	haw	Hawaiian	Hawaiian	Latin		False	Phonemic	True	493
haw_latn_phonetic.tsv	haw	Hawaiian	Hawaiian	Latin		False	Phonetic	True	536
heb_hebr_phonemic.tsv	heb	Hebrew	Hebrew	Hebrew		False	Phonemic	False	1439
heb_hebr_phonetic.tsv	heb	Hebrew	Hebrew	Hebrew		False	Phonetic	False	146
acw_arab_phonemic.tsv	acw	Hijazi Arabic	Hijazi Arabic	Arabic		False	Phonemic	False	1090
acw_arab_phonetic.tsv	acw	Hijazi Arabic	Hijazi Arabic	Arabic		False	Phonetic	False	167
hin_deva_phonemic.tsv	hin	Hindi	Hindi	Devanagari		False	Phonemic	False	11296
hin_deva_phonemic_filtered.tsv	hin	Hindi	Hindi	Devanagari		True	Phonemic	False	10812
hin_deva_phonetic.tsv	hin	Hindi	Hindi	Devanagari		False	Phonetic	False	9563
hun_latn_phonetic.tsv	hun	Hungarian	Hungarian	Latin		False	Phonetic	True	55595
hun_latn_phonetic_filtered.tsv	hun	Hungarian	Hungarian	Latin		True	Phonetic	True	55533
hrx_latn_phonemic.tsv	hrx	Hunsrik	Hunsrik	Latin		False	Phonemic	True	1545
ice_latn_phonemic.tsv	ice	Icelandic	Icelandic	Latin		False	Phonemic	True	9578
ice_latn_phonemic_filtered.tsv	ice	Icelandic	Icelandic	Latin		True	Phonemic	True	9524
ice_latn_phonetic.tsv	ice	Icelandic	Icelandic	Latin		False	Phonetic	True	424
ido_latn_phonemic.tsv	ido	Ido	Ido	Latin		False	Phonemic	True	6382
ilo_latn_phonemic.tsv	ilo	Iloko	Ilocano	Latin		False	Phonemic	True	323
ilo_latn_phonetic.tsv	ilo	Iloko	Ilocano	Latin		False	Phonetic	True	217
ind_latn_phonemic.tsv	ind	Indonesian	Indonesian	Latin		False	Phonemic	True	1555
ind_latn_phonetic.tsv	ind	Indonesian	Indonesian	Latin		False	Phonetic	True	2637
izh_latn_phonemic.tsv	izh	Ingrian	Ingrian	Latin		False	Phonemic	True	737
ina_latn_phonemic.tsv	ina	Interlingua (International Auxiliary Language Association)	Interlingua	Latin		False	Phonemic	True	265
gle_latn_phonemic.tsv	gle	Irish	Irish	Latin		False	Phonemic	True	7328
gle_latn_phonetic.tsv	gle	Irish	Irish	Latin		False	Phonetic	True	1575
ita_latn_phonemic.tsv	ita	Italian	Italian	Latin		False	Phonemic	True	15014
ita_latn_phonemic_filtered.tsv	ita	Italian	Italian	Latin		True	Phonemic	True	14476
ita_latn_phonetic.tsv	ita	Italian	Italian	Latin		False	Phonetic	True	6075
jam_latn_phonemic.tsv	jam	Jamaican Creole English	Jamaican Creole	Latin		False	Phonemic	True	147
jpn_kana_phonetic.tsv	jpn	Japanese	Japanese	Katakana		False	Phonetic	False	5268
jpn_kana_phonetic_filtered.tsv	jpn	Japanese	Japanese	Katakana		True	Phonetic	False	4765
jpn_hira_phonetic.tsv	jpn	Japanese	Japanese	Hiragana		False	Phonetic	False	19930
jpn_hira_phonetic_filtered.tsv	jpn	Japanese	Japanese	Hiragana		True	Phonetic	False	19689
jje_hang_phonemic.tsv	jje	Jejueo	Jeju	Hangul		False	Phonemic	False	1006
kbd_cyrl_phonetic.tsv	kbd	Kabardian	Kabardian	Cyrillic		False	Phonetic	True	834
kaz_cyrl_phonemic.tsv	kaz	Kazakh	Kazakh	Cyrillic		False	Phonemic	True	119
kaz_cyrl_phonetic.tsv	kaz	Kazakh	Kazakh	Cyrillic		False	Phonetic	True	745
khm_khmr_phonemic.tsv	khm	Khmer	Khmer	Khmer		False	Phonemic	False	3411
khm_khmr_phonemic_filtered.tsv	khm	Khmer	Khmer	Khmer		True	Phonemic	False	3208
cnk_latn_phonemic.tsv	cnk	Khumi Chin	Khumi Chin	Latin		False	Phonemic	True	307
kik_latn_phonemic.tsv	kik	Kikuyu	Kikuyu	Latin		False	Phonemic	True	1129
kor_hang_phonetic_filtered.tsv	kor	Korean	Korean	Hangul		True	Phonetic	False	14141
kor_hang_phonetic.tsv	kor	Korean	Korean	Hangul		False	Phonetic	False	16402
kir_cyrl_phonemic.tsv	kir	Kirghiz	Kyrgyz	Cyrillic		False	Phonemic	True	101
lmy_latn_phonetic.tsv	lmy	Lamboya	Laboya	Latin		False	Phonetic	True	128
lad_latn_phonemic.tsv	lad	Ladino	Ladino	Latin		False	Phonemic	True	101
lao_laoo_phonemic.tsv	lao	Lao	Lao	Lao		False	Phonemic	False	513
lsi_latn_phonemic.tsv	lsi	Lashi	Lashi	Latin		False	Phonemic	True	300
ltg_latn_phonetic.tsv	ltg	Latgalian	Latgalian	Latin		False	Phonetic	True	125
lat_latn_clas_phonemic.tsv	lat	Latin	Latin	Latin	Classical	False	Phonemic	True	33333
lat_latn_eccl_phonemic.tsv	lat	Latin	Latin	Latin	Ecclesiastical	False	Phonemic	True	32334
lat_latn_vulg_phonemic.tsv	lat	Latin	Latin	Latin	Vulgar	False	Phonemic	True	508
lat_latn_clas_phonetic.tsv	lat	Latin	Latin	Latin	Classical	False	Phonetic	True	32715
lat_latn_vulg_phonetic.tsv	lat	Latin	Latin	Latin	Vulgar	False	Phonetic	True	481
lat_latn_eccl_phonetic.tsv	lat	Latin	Latin	Latin	Ecclesiastical	False	Phonetic	True	31750
lav_latn_phonetic_filtered.tsv	lav	Latvian	Latvian	Latin		True	Phonetic	True	1230
lav_latn_phonetic.tsv	lav	Latvian	Latvian	Latin		False	Phonetic	True	1291
ayl_arab_phonemic.tsv	ayl	Libyan Arabic	Libyan Arabic	Arabic		False	Phonemic	False	157
lij_latn_phonemic.tsv	lij	Ligurian	Ligurian	Latin		False	Phonemic	True	756
lif_limb_phonemic.tsv	lif	Limbu	Limbu	Limbu		False	Phonemic	False	108
lim_latn_phonetic.tsv	lim	Limburgan	Limburgish	Latin		False	Phonetic	True	125
lit_latn_phonemic.tsv	lit	Lithuanian	Lithuanian	Latin		False	Phonemic	True	332
lit_latn_phonetic.tsv	lit	Lithuanian	Lithuanian	Latin		False	Phonetic	True	12676
liv_latn_phonemic.tsv	liv	Liv	Livonian	Latin		False	Phonemic	True	352
ycl_latn_phonetic.tsv	ycl	Lolopo	Lolopo	Latin		False	Phonetic	True	109
lmo_latn_phonemic.tsv	lmo	Lombard	Lombard	Latin		False	Phonemic	True	163
nds_latn_phonemic.tsv	nds	Low German	Low German	Latin		False	Phonemic	True	185
dsb_latn_phonemic.tsv	dsb	Lower Sorbian	Lower Sorbian	Latin		False	Phonemic	True	1986
dsb_latn_phonetic.tsv	dsb	Lower Sorbian	Lower Sorbian	Latin		False	Phonetic	True	1393
ltz_latn_phonemic.tsv	ltz	Letzeburgesch; Luxembourgish	Luxembourgish	Latin		False	Phonemic	True	4120
ltz_latn_phonetic.tsv	ltz	Letzeburgesch; Luxembourgish	Luxembourgish	Latin		False	Phonetic	True	1764
khb_talu_phonemic.tsv	khb	Lü	Lü	New Tai Lue		False	Phonemic	False	303
mac_cyrl_phonetic.tsv	mac	Macedonian	Macedonian	Cyrillic		False	Phonetic	True	6878
mlg_latn_phonemic.tsv	mlg	Malagasy	Malagasy	Latin		False	Phonemic	True	146
may_arab_ara_phonemic.tsv	may	Malay (macrolanguage)	Malay	Arabic		False	Phonemic	True	628
may_latn_phonemic.tsv	may	Malay (macrolanguage)	Malay	Latin		False	Phonemic	True	2057
may_arab_ara_phonetic.tsv	may	Malay (macrolanguage)	Malay	Arabic		False	Phonetic	True	220
may_latn_phonetic.tsv	may	Malay (macrolanguage)	Malay	Latin		False	Phonetic	True	444
mlt_latn_phonemic_filtered.tsv	mlt	Maltese	Maltese	Latin		True	Phonemic	True	4035
mlt_latn_phonemic.tsv	mlt	Maltese	Maltese	Latin		False	Phonemic	True	4609
mnc_mong_phonetic.tsv	mnc	Manchu	Manchu	Mongolian		False	Phonetic	False	890
glv_latn_phonemic.tsv	glv	Manx	Manx	Latin		False	Phonemic	True	202
glv_latn_phonetic.tsv	glv	Manx	Manx	Latin		False	Phonetic	True	125
mar_deva_phonemic.tsv	mar	Marathi	Marathi	Devanagari		False	Phonemic	False	588
mar_deva_phonetic.tsv	mar	Marathi	Marathi	Devanagari		False	Phonetic	False	118
mah_latn_phonemic.tsv	mah	Marshallese	Marshallese	Latin		False	Phonemic	True	900
mah_latn_phonetic.tsv	mah	Marshallese	Marshallese	Latin		False	Phonetic	True	1502
mfe_latn_phonemic.tsv	mfe	Morisyen	Mauritian Creole	Latin		False	Phonemic	True	206
nhx_latn_phonemic.tsv	nhx	Isthmus-Mecayapan Nahuatl	Mecayapan Nahuatl	Latin		False	Phonemic	True	146
mic_latn_phonemic.tsv	mic	Mi'kmaq	Mi'kmaq	Latin		False	Phonemic	True	137
mic_latn_phonetic.tsv	mic	Mi'kmaq	Mi'kmaq	Latin		False	Phonetic	True	135
dum_latn_phonemic.tsv	dum	Middle Dutch (ca. 1050-1350)	Middle Dutch	Latin		False	Phonemic	True	210
enm_latn_phonemic.tsv	enm	Middle English (1100-1500)	Middle English	Latin		False	Phonemic	True	6855
mga_latn_phonemic.tsv	mga	Middle Irish (900-1200)	Middle Irish	Latin		False	Phonemic	True	247
okm_hang_phonemic.tsv	okm	Middle Korean (10th-16th cent.)	Middle Korean	Hangul		False	Phonemic	False	334
gml_latn_phonemic.tsv	gml	Middle Low German	Middle Low German	Latin		False	Phonemic	True	170
wlm_latn_phonemic.tsv	wlm	Middle Welsh	Middle Welsh	Latin		False	Phonemic	True	144
mdf_cyrl_phonemic.tsv	mdf	Moksha	Moksha	Cyrillic		False	Phonemic	True	117
mnw_mymr_phonemic.tsv	mnw	Mon	Mon	Myanmar		False	Phonemic	False	514
mon_cyrl_phonemic.tsv	mon	Mongolian	Mongolian	Cyrillic		False	Phonemic	True	1166
mon_cyrl_phonetic.tsv	mon	Mongolian	Mongolian	Cyrillic		False	Phonetic	True	510
ary_arab_phonemic.tsv	ary	Moroccan Arabic	Moroccan Arabic	Arabic		False	Phonemic	False	1309
huu_latn_phonetic.tsv	huu	Murui Huitoto	Murui Huitoto	Latin		False	Phonetic	True	108
nmy_latn_phonetic.tsv	nmy	Namuyi	Namuyi	Latin		False	Phonetic	True	368
nav_latn_phonemic.tsv	nav	Navajo	Navajo	Latin		False	Phonemic	True	226
nap_latn_phonemic.tsv	nap	Neapolitan	Neapolitan	Latin		False	Phonemic	True	321
nep_deva_phonemic.tsv	nep	Nepali (macrolanguage)	Nepali	Devanagari		False	Phonemic	False	1223
nep_deva_phonetic.tsv	nep	Nepali (macrolanguage)	Nepali	Devanagari		False	Phonetic	False	982
new_deva_phonemic.tsv	new	Newari	Newar	Devanagari		False	Phonemic	False	403
nrf_latn_phonemic.tsv	nrf	Jèrriais	Norman	Latin		False	Phonemic	True	175
frr_latn_phonemic.tsv	frr	Northern Frisian	North Frisian	Latin		False	Phonemic	True	162
kmr_latn_phonemic.tsv	kmr	Northern Kurdish	Northern Kurdish	Latin		False	Phonemic	False	1172
sme_latn_phonemic.tsv	sme	Northern Sami	Northern Sami	Latin		False	Phonemic	True	3387
nob_latn_phonemic.tsv	nob	Norwegian Bokmål	Norwegian Bokmål	Latin		False	Phonemic	True	1711
nob_latn_phonemic_filtered.tsv	nob	Norwegian Bokmål	Norwegian Bokmål	Latin		True	Phonemic	True	1292
nob_latn_phonetic.tsv	nob	Norwegian Bokmål	Norwegian Bokmål	Latin		False	Phonetic	True	587
nno_latn_phonemic.tsv	nno	Norwegian Nynorsk	Norwegian Nynorsk	Latin		False	Phonemic	True	1378
nno_latn_phonetic.tsv	nno	Norwegian Nynorsk	Norwegian Nynorsk	Latin		False	Phonetic	True	206
nor_latn_phonemic.tsv	nor	Norwegian	Norwegian	Latin		False	Phonemic	True	2056
cbn_thai_phonemic.tsv	cbn	Nyahkur	Nyah Kur	Thai		False	Phonemic	False	116
oci_latn_phonemic.tsv	oci	Occitan (post 1500)	Occitan	Latin		False	Phonemic	True	387
oci_latn_phonetic.tsv	oci	Occitan (post 1500)	Occitan	Latin		False	Phonetic	True	293
ang_latn_phonemic.tsv	ang	Old English (ca. 450-1100)	Old English	Latin		False	Phonemic	True	8854
ang_latn_phonetic.tsv	ang	Old English (ca. 450-1100)	Old English	Latin		False	Phonetic	True	4341
fro_latn_phonemic.tsv	fro	Old French (842-ca. 1400)	Old French	Latin		False	Phonemic	True	347
ofs_latn_phonemic.tsv	ofs	Old Frisian	Old Frisian	Latin		False	Phonemic	True	175
goh_latn_phonemic.tsv	goh	Old High German (ca. 750-1050)	Old High German	Latin		False	Phonemic	True	130
sga_latn_phonemic.tsv	sga	Old Irish (to 900)	Old Irish	Latin		False	Phonemic	True	2289
non_latn_phonemic.tsv	non	Old Norse	Old Norse	Latin		False	Phonemic	True	164
osx_latn_phonemic.tsv	osx	Old Saxon	Old Saxon	Latin		False	Phonemic	True	181
osp_latn_phonetic.tsv	osp	Old Spanish	Old Spanish	Latin		False	Phonetic	True	267
tpw_latn_phonemic.tsv	tpw	Tupí	Old Tupi	Latin		False	Phonemic	True	160
ori_orya_phonemic.tsv	ori	Oriya (macrolanguage)	Oriya	Oriya		False	Phonemic	False	218
ota_arab_phonetic.tsv	ota	Ottoman Turkish (1500-1928)	Ottoman Turkish	Arabic		False	Phonetic	False	159
pus_arab_phonemic.tsv	pus	Pushto	Pashto	Arabic		False	Phonemic	False	1242
pdc_latn_phonemic.tsv	pdc	Pennsylvania German	Pennsylvania German	Latin		False	Phonemic	True	103
per_arab_phonemic.tsv	per	Persian	Persian	Arabic		False	Phonemic	False	6128
per_arab_phonetic.tsv	per	Persian	Persian	Arabic		False	Phonetic	False	1922
phl_latn_phonemic.tsv	phl	Phalura	Phalura	Latin		False	Phonemic	True	2227
pms_latn_phonemic.tsv	pms	Piemontese	Piedmontese	Latin		False	Phonemic	True	732
ppl_latn_phonemic.tsv	ppl	Pipil	Pipil	Latin		False	Phonemic	True	263
pjt_latn_phonetic.tsv	pjt	Pitjantjatjara	Pitjantjatjara	Latin		False	Phonetic	True	125
crk_latn_phonemic.tsv	crk	Plains Cree	Plains Cree	Latin		False	Phonemic	True	193
crk_cans_phonemic.tsv	crk	Plains Cree	Plains Cree	Canadian Aboriginal		False	Phonemic	True	152
pbv_latn_phonemic.tsv	pbv	Pnar	Pnar	Latin		False	Phonemic	True	101
pox_latn_phonemic.tsv	pox	Polabian	Polabian	Latin		False	Phonemic	True	228
pol_latn_phonemic.tsv	pol	Polish	Polish	Latin		False	Phonemic	True	71863
por_latn_po_phonemic_filtered.tsv	por	Portuguese	Portuguese	Latin	Portugal	True	Phonemic	True	9800
por_latn_po_phonemic.tsv	por	Portuguese	Portuguese	Latin	Portugal	False	Phonemic	True	10122
por_latn_bz_phonemic.tsv	por	Portuguese	Portuguese	Latin	Brazil	False	Phonemic	True	11489
por_latn_bz_phonemic_filtered.tsv	por	Portuguese	Portuguese	Latin	Brazil	True	Phonemic	True	11331
por_latn_po_phonetic.tsv	por	Portuguese	Portuguese	Latin	Portugal	False	Phonetic	True	312
por_latn_bz_phonetic.tsv	por	Portuguese	Portuguese	Latin	Brazil	False	Phonetic	True	953
pan_guru_phonemic.tsv	pan	Panjabi	Punjabi	Gurmukhi		False	Phonemic	False	139
rum_latn_phonemic.tsv	rum	Romanian; Moldavian; Moldovan	Romanian	Latin		False	Phonemic	True	4103
rum_latn_phonetic_filtered.tsv	rum	Romanian; Moldavian; Moldovan	Romanian	Latin		True	Phonetic	True	6271
rum_latn_phonetic.tsv	rum	Romanian; Moldavian; Moldovan	Romanian	Latin		False	Phonetic	True	6377
rus_cyrl_phonetic.tsv	rus	Russian	Russian	Cyrillic		False	Phonetic	True	402586
san_deva_phonemic.tsv	san	Sanskrit	Sanskrit	Devanagari		False	Phonemic	False	6839
san_deva_phonetic.tsv	san	Sanskrit	Sanskrit	Devanagari		False	Phonetic	False	673
srd_latn_phonemic.tsv	srd	Sardinian	Sardinian	Latin		False	Phonemic	True	216
stq_latn_phonemic.tsv	stq	Saterfriesisch	Saterland Frisian	Latin		False	Phonemic	True	174
sco_latn_phonemic.tsv	sco	Scots	Scots	Latin		False	Phonemic	True	900
sco_latn_phonetic.tsv	sco	Scots	Scots	Latin		False	Phonetic	True	438
gla_latn_phonemic.tsv	gla	Gaelic; Scottish Gaelic	Scottish Gaelic	Latin		False	Phonemic	True	1362
gla_latn_phonetic.tsv	gla	Gaelic; Scottish Gaelic	Scottish Gaelic	Latin		False	Phonetic	True	107
hbs_cyrl_phonemic_filtered.tsv	hbs	Serbo-Croatian	Serbo-Croatian	Cyrillic		True	Phonemic	True	22543
hbs_latn_phonemic_filtered.tsv	hbs	Serbo-Croatian	Serbo-Croatian	Latin		True	Phonemic	True	23517
hbs_latn_phonemic.tsv	hbs	Serbo-Croatian	Serbo-Croatian	Latin		False	Phonemic	True	23827
hbs_cyrl_phonemic.tsv	hbs	Serbo-Croatian	Serbo-Croatian	Cyrillic		False	Phonemic	True	22735
shn_mymr_phonemic.tsv	shn	Shan	Shan	Myanmar		False	Phonemic	False	487
scn_latn_phonemic.tsv	scn	Sicilian	Sicilian	Latin		False	Phonemic	True	855
scn_latn_phonetic.tsv	scn	Sicilian	Sicilian	Latin		False	Phonetic	True	287
slo_latn_phonemic.tsv	slo	Slovak	Slovak	Latin		False	Phonemic	True	3620
slo_latn_phonetic.tsv	slo	Slovak	Slovak	Latin		False	Phonetic	True	1620
slv_latn_phonemic_filtered.tsv	slv	Slovenian	Slovene	Latin		True	Phonemic	True	4390
slv_latn_phonemic.tsv	slv	Slovenian	Slovene	Latin		False	Phonemic	True	4396
ajp_arab_phonemic.tsv	ajp	South Levantine Arabic	South Levantine Arabic	Arabic		False	Phonemic	False	155
spa_latn_ca_phonemic_filtered.tsv	spa	Spanish; Castilian	Spanish	Latin	Castilian	True	Phonemic	True	60677
