bbr	b ɛ b ɛ r
dgm	tʼ eː kʼ ə m
dgm	tʼ uː kʼ V m
dgm	tʼ uː kʼ ə m
dgꜣj	d ɛ ɡ ɑ i
dhnt	d ɛ h n ɛ t
dj	d i
djnw	d i n uː
djw	d i uː
djw	tʼ iː j a w
djw	tʼ iː w
djw	tʼ iː w ə
dm	d ɛ m
dmj	d ɛ m i
dmj	tʼ iː m V ɾ
dmj	tʼ iː m V ʔ
dmj	tʼ iː m a
dmj	tʼ iː m ə
dmḏ	d ɛ m ɛ d͡ʒ
dmḏj	d ɛ m ɛ d͡ʒ i
dmḏj	tʼ aː m a cʼ
dmḏj	tʼ aː m a tʼ
dmḏj	tʼ aː m ə tʼ
dmḏj	tʼ e m tʼ a
dmḏj	tʼ e m tʼ ə
dmḏj	tʼ i m cʼ i t
dmḏj	tʼ i m tʼ i ʔ
dmḏj	tʼ oː m ə tʼ
dmꜣt	d ɛ m ɑ t
dn	d ɛ n
dnd	d ɛ n ɛ d
dng	d ɛ n ɛ ɡ
dnjt	d ɛ n i t
dnjt	tʼ a n j a
dnjt	tʼ a n j u t
dnjt	tʼ a n j u ʔ
dnjt	tʼ a n j ə
dns	d ɛ n ɛ s
dp	d ɛ p
dpt	d ɛ p ɛ t
dpt	tʼ Vː p a
dpt	tʼ Vː p u t
dpt	tʼ Vː p u ʔ
dpt	tʼ Vː p ə
dpt	tʼ iː p V t
dpt	tʼ iː p V ʔ
dpt	tʼ iː p a
dpt	tʼ iː p ə
dpy	d ɛ p iː
dqr	d ɛ k ɛ r
dr	d ɛ r
drp	d ɛ r ɛ p
ds	d ɛ s
dsj	d ɛ s i
dwn	d uː n
dwn	tʼ aː w a n
dwn	tʼ aː w ə n
dwn	tʼ oː w ə n
dwꜣ	d uː ɑ
dwꜣt	d uː ɑ t
dwꜣt	tʼ eː ʔ
dwꜣt	tʼ u w ʀ a t
dwꜣt	tʼ u w ʀ a ʔ
dwꜣt	tʼ uː ʔ ə
dwꜣtj	d uː ɑ t i
dwꜣw	d uː ɑ uː
dyw	d iː uː
dyw	tʼ i j j a w
dšr	d ɛ ʃ ɛ r
dšr	tʼ a ɾ a ʃ
dšr	tʼ a ʃ a ɾ
dšr	tʼ aː ɾ i ʃ
dšr	tʼ aː ɾ ə ʃ
dšr	tʼ aː ʃ i ɾ
dšr	tʼ eː ʃ ə
dšr	tʼ oː ɾ ə ʃ
dšr	tʼ uː ʃ V ɾ
dšr	tʼ uː ʃ V ʔ
dšr	tʼ uː ʃ a
dšr	tʼ ə ɾ a ʃ
dšrt	d ɛ ʃ r ɛ t
dšrt	tʼ a ʃ ɾ a
dšrt	tʼ a ʃ ɾ a t
dšrt	tʼ a ʃ ɾ a ʔ
dšrt	tʼ a ʃ ɾ ə
dḥr	d ɛ h ɛ r
dḫ	d ɛ x
dꜣ	d ɑ
dꜣb	d ɑ b
dꜣdꜣ	d ɑ d ɑ
dꜣjr	d ɑ i r
dꜣr	d ɑ r
dꜣt	d ɑ t
fdq	f ɛ d ɛ k
fgn	f ɛ ɡ ɛ n
fk	f ɛ k
fn	f ɛ n
fnḏ	f ɛ n ɛ d͡ʒ
fnḫw	f ɛ n ɛ x uː
fnṯ	f e n t
fnṯ	f i n c V w
fnṯ	f i n t V w
fnṯ	f i n t ə
fnṯ	f ɛ n ɛ t͡ʃ
ftft	f ɛ t f ɛ t
fḫ	f ɛ x
fḫt	f ɛ x ɛ t
fꜣj	f iː ʀ i t
fꜣj	f iː ʀ i ʔ
fꜣj	f iː ʔ
fꜣj	f iː ʔ ə
fꜣj	f ɑ i
fꜣt	f ɑ t
gbb	kʼ eː β
gbb	kʼ uː b V b
gbb	kʼ uː b ə
gbb	ɡ ɛ b ɛ b
gbtjw	ɡ ɛ b t i uː
gbꜣ	ɡ ɛ b ɑ
gm	ɡ ɛ m
gmgm	kʼ a m kʼ a m
gmgm	kʼ a m kʼ ə m
gmgm	ɡ ɛ m ɡ ɛ m
gmj	kʼ iː m a
gmj	kʼ iː m i t
gmj	kʼ iː m i ʔ
gmj	kʼ iː m ə
gmj	ɡ ɛ m i
gmt	ɡ ɛ m ɛ t
gmḥ	ɡ ɛ m ɛ h
gmḥt	ɡ ɛ m h ɛ t
gnn	kʼ a n a n
gnn	kʼ ə n a n
gnn	ɡ ɛ n ɛ n
gnẖ	ɡ ɛ n ɛ ç
gp	kʼ aː p
gp	kʼ eː p
gp	kʼ oː p
gp	kʼ uː p a w
gp	ɡ ɛ p
gr	kʼ aː ɾ
gr	kʼ aː ʔ
gr	kʼ oː ʔ
gr	ɡ ɛ r
grg	kʼ a l kʼ
grg	kʼ a l kʼ V w
grg	kʼ a l kʼ ə
grg	ɡ ɛ r ɛ ɡ
grgt	kʼ a ɾ uː kʼ V t
grgt	kʼ a ɾ uː kʼ V ʔ
grgt	kʼ ə ɾ eː kʼ ə
grgt	kʼ ə ɾ uː kʼ a
grgt	ɡ ɛ r ɡ ɛ t
grt	ɡ ɛ r ɛ t
grw	ɡ ɛ r uː
grḥ	kʼ aː ɾ a ħ
grḥ	kʼ aː ɾ ə ħ
grḥ	kʼ oː ɾ ə ħ
grḥ	ɡ ɛ r ɛ h
gs	kʼ a s
gs	ɡ ɛ s
gstj	kʼ a s t
gstj	kʼ a s t V j
gstj	kʼ a s t ə
gstj	ɡ ɛ s t i
gsꜣ	ɡ ɛ s ɑ
gwš	ɡ uː ʃ
gwꜣwꜣ	ɡ uː ɑ uː ɑ
gḥs	kʼ a ħ a s
gḥs	kʼ ə ħ a s
gḥs	ɡ ɛ h ɛ s
gꜣbt	kʼ a ʀ b a t
gꜣbt	kʼ a ʀ b a ʔ
gꜣbt	kʼ aː b a
gꜣbt	kʼ oː β ə
gꜣbt	ɡ ɑ b ɛ t
gꜣw	ɡ ɑ uː
gꜣš	kʼ e ʃ
gꜣš	ɡ ɑ ʃ
gꜣḏꜣty	ɡ ɑ d͡ʒ ɑ t iː
h	h ɛ
hb	h ɛ b
hbhb	h ɛ b h ɛ b
hbj	h i b j a w
hbj	h i j b a w
hbj	h iː b ə
hbj	h iː p
hbj	h ɛ b i
hbnj	h ɛ b n i
hd	h ɛ d
hh	h ɛ h
hj	h e j
hj	h i
hj	h i j
hkr	h ɛ k ɛ r
hmhmt	h ɛ m h ɛ m ɛ t
hmy	h ɛ m iː
hn	h ɛ n
hndwꜣy	h ɛ n d uː ɑ iː
hnn	h ɛ n ɛ n
hnw	h iː n
hnw	h iː n a w
hnw	h iː n ə
hnw	h ɛ n uː
hp	h e p
hp	h i p
hp	h ɛ p
hr	h aː ɾ
hr	h oː ɾ
hr	h ɛ r
hrm	h ɛ r ɛ m
hrw	h a ɾ u w w
hrw	h a ɾ w u w
hrw	h a ʔ w
hrw	h a ʔ w u w
hrw	h a ʔ w ə
hrw	h ə ɾ u w w
hrw	h ə ɾ ø w w
hrw	h ɛ r uː
hwhw	h uː h uː
hy	h iː
hꜣ	h ɑ
hꜣb	h aː ʀ a b
hꜣb	h aː ʔ ə b
hꜣb	h oː ʔ ə β
hꜣb	h ɑ b
hꜣj	h e ʔ j a
hꜣj	h e ʔ j ə
hꜣj	h i ʀ j i t
hꜣj	h i ʀ j i ʔ
hꜣj	h ɑ i
hꜣkr	h ɑ k ɛ r
hꜣw	h ɑ uː
j	i
jb	i b
jb	j i b
jb	ʔ e b
jb	ʔ e p
jbhyt	i b h iː t
jbj	i b i
jbj	j iː b i t
jbj	j iː b i ʔ
jbj	ʔ iː b a
jbj	ʔ iː β ə
jbn	i b ɛ n
jbr	i b ɛ r
jbsꜣ	i b s ɑ
jbt	i b ɛ t
jbt	j iː b a t
jbt	j iː b a ʔ
jbt	ʔ iː b a
jbt	ʔ iː β ə
jbšꜣ	i b ʃ ɑ
jbḥ	i b ɛ h
jbṯt	i b t͡ʃ ɛ t
jbꜣ	i b ɑ
jd	i d
jdb	i d ɛ b
jdbwj	i d ɛ b uː i
jdj	i d i
jdmj	i d m i
jdmj	j V tʼ uː m V j
jdmj	ʔ ə tʼ eː m
jdmj	ʔ ə tʼ uː m ə
jdn	i d ɛ n
jdr	i d ɛ r
jdt	i d ɛ t
jdt	ʔ a ʔ tʼ ə
jdw	i d uː
jdwmꜥ	i d uː m ɑː
jdyt	i d iː t
jdḥw	i d h uː
jf	i f
jfd	i f ɛ d
jfd	j aː f a tʼ
jfd	ʔ aː f ə tʼ
jfd	ʔ oː f ə tʼ
jfdnw	i f ɛ d n uː
jfdw	i f ɛ d uː
jfdw	j a f tʼ a w
jfdw	ʔ ə f tʼ a w
jft	i f ɛ t
jgrt	i ɡ ɛ r ɛ t
jhb	i h ɛ b
jhm	i h ɛ m
jj	i ʔ i
jj	j iː j i t
jj	j iː j i ʔ
jj	ʔ iː ʔ
jj	ʔ iː ʔ ə
jjwj	i ʔ i uː i
jkm	i k ɛ m
jkn	i k ɛ n
jkw	i k uː
jky	i k iː
jkꜣnꜣ	i k ɑ n ɑ
jkꜣw	i k ɑ uː
jm	i m
jmj	i m i
jmj	j a m i j
jmj	j iː m i t
jmj	j iː m i ʔ
jmj	ʔ iː m a
jmj	ʔ iː m ə
jmj	ʔ ə m e ʔ
jmjtw	i m i t uː
jmn	i m ɛ n
jmn	j a m aː n u w
jmn	j a m iː n i j
jmn	ʔ a m aː n ə
jmn	ʔ a m iː n
jmn	ʔ a m iː n ə
jmn	ʔ a m oː n
jmnt	i m ɛ n ɛ t
jmnt	j a m a n w V t
jmnt	j a m a n w V ʔ
jmnt	j a m n a t
jmnt	j a m n a ʔ
jmnt	ʔ a m a w n a
jmnt	ʔ a m a w n ə
jmnt	ʔ a m n a
jmnt	ʔ a m n ə
jmntj	i m ɛ n t i
jmntj	j a m i n t i j
jmntj	ʔ ə m e n t
jmntj	ʔ ə m e n t ə
jmntt	i m ɛ n ɛ t ɛ t
jmntt	j a m i n t i t
jmntt	j a m i n t i ʔ
jmntt	ʔ a m e n t a
jmntt	ʔ a m e n t ə
jmnḥ	i m n ɛ h
jmr	i m ɛ r
jmst	i m s ɛ t
jmstj	i m s ɛ t i
jmw	i m uː
jmwr	i m uː r
jmy	i m iː
jmḏr	i m d͡ʒ ɛ r
jmḥ	i m ɛ h
jmḥt	i m h ɛ t
jmꜣ	i m ɑ
jmꜣt	i m ɑ t
jmꜣḫ	i m ɑ x
jmꜣḫw	i m ɑ x uː
jn	i n
jnb	i n ɛ b
jnbt	i n b ɛ t
jnd	i n ɛ d
jnj	i n i
jnj	j iː n i t
jnj	j iː n i ʔ
jnj	ʔ iː n a
jnj	ʔ iː n ə
jnjwbꜣ	i n i uː b ɑ
jnk	i n ɛ k
jnk	j a n a k
jnk	ʔ a n a k
jnm	i n ɛ m
jnm	j a n a m
jnm	ʔ a n a m
jnn	i n ɛ n
jnn	j a n a n
jnn	ʔ a n a n
jnpw	i n ɛ p uː
jnpw	j a n aː p a w
jnpw	ʔ a n aː p ə
jnpw	ʔ a n oː p
jnpwt	i n p uː ɛ t
jnq	i n ɛ k
jnr	i n ɛ r
jnr	j aː n a
jnr	j aː n a ɾ
jnr	j aː n a ʔ
jnr	ʔ oː n ə
jnst	i n s ɛ t
jnswj	i n s uː i
jnt	i n ɛ t
jntjrwywꜣšꜣ	i n t i r uː iː uː ɑ ʃ ɑ
jnw	i n uː
jnḥ	i n ɛ h
jnḥw	i n ɛ h uː
jnꜥ	i n ɑː
jp	i p
jp	j aː p
jp	ʔ aː p
jp	ʔ oː p
jpf	i p ɛ f
jpn	i p ɛ n
jpq	i p ɛ k
jpt	i p ɛ t
jpt	j a p j V t
jpt	j a p j V ʔ
jpt	j uː p V t
jpt	j uː p V ʔ
jpt	ʔ a j p a
jpt	ʔ a j p ə
jpt	ʔ a p a t
jpt	ʔ eː p ə
jpt	ʔ uː p a
jptf	i p t ɛ f
jptn	i p t ɛ n
jptw	i p t uː
jpw	i p uː
jpwj	i p uː i
jpḥ	i p ɛ h
jqdw	i k ɛ d uː
jqr	i k ɛ r
jqr	j aː qʼ a
jqr	j aː qʼ a ɾ
jqr	j aː qʼ a ʔ
jqr	j aː qʼ i ɾ
jqr	j aː qʼ i ʔ
jqr	j oː qʼ ə
jqḥ	i k ɛ h
jqḥw	i k ɛ h uː
jr	i r
jrj	i r i
jrj	j iː ɾ i t
jrj	j iː ɾ i ʔ
jrj	ʔ iː ɾ a
jrj	ʔ iː ɾ ə
jrkt	i r k ɛ t
jrm	i r ɛ m
jrp	i r ɛ p
jrp	j uː ɾ a p
jrp	ʔ eː ɾ ə p
jrp	ʔ uː ɾ ə p
jrsjrnꜣt	i r s i r ɛ n ɑ t
jrt	i r ɛ t
jrt	j iː ɾ a t
jrt	j iː ɾ a ʔ
jrt	ʔ iː ɾ a
jrt	ʔ iː ɾ ə
jrtjw	i r t i uː
jrw	i r uː
jrwrꜣ	i r uː r ɑ
jrwt	i r uː t
jry	i r iː
jrṯt	i r t͡ʃ ɛ t
jrṯt	j V ɾ aː c a t
jrṯt	j V ɾ aː t a ʔ
jrṯt	ʔ ə ɾ aː t a
jrṯt	ʔ ə ɾ oː t ə
js	i s
jsbnbn	i s b ɛ n b ɛ n
jspt	i s p ɛ t
jspt	j i s p a t
jspt	j i s p a ʔ
jspt	ʔ e s p a
jspt	ʔ e s p ə
jsqꜣrnj	i s k ɑ r ɛ n i
jsqꜣrwnj	i s k ɑ r uː n i
jsr	i s ɛ r
jsry	i s r iː
jst	i s ɛ t
jsw	i s uː
jsw	j iː s V w
jsw	ʔ iː s
jsw	ʔ iː s ə
jswr	i s uː r
jsṯ	i s ɛ t͡ʃ
jt	i t
jt	j a t i
jt	j a t j a w
jt	j a t j ə
jt	j aː t i j
jt	j aː t ə
jt	j oː t
jt	t
jtj	i t i
jtmw	i t ɛ m uː
jtn	i t ɛ n
jtn	j aː t i n
jtn	j aː t ə j
jtn	j oː t ə j
jtnw	i t ɛ n uː
jtrt	i t r ɛ t
jtrw	i t ɛ r uː
jtrw	j a t ɾ a w
jtrw	j a ʔ ɾ
jtrw	j a ʔ ɾ ə
jty	i t iː
jtḥ	i t ɛ h
jtḥ	j aː t a ħ
jtḥ	ʔ aː t ə ħ
jtḥ	ʔ oː t ə ħ
jw	i uː
jwd	i uː d
jwdnb	i uː d n ɛ b
jwf	i uː f
jwf	j u w f V w
jwf	ʔ u ʔ f ə
jwf	ʔ ø ʔ f
jwh	i uː h
jwj	i uː i
jwj	j iː j i ʔ
jwj	j iː w i t
jwj	ʔ iː ʔ
jwj	ʔ iː ʔ ə
jwjt	i uː i t
jwjw	i uː i uː
jwms	i uː m ɛ s
jwn	i uː n
jwn	j a w i n
jwn	ʔ a w e n
jwn	ʔ a w i n
jwnj	i uː n i
jwnt	i uː n ɛ t
jwntj	i uː n ɛ t i
jwnw	i uː n uː
jwnw	j aː n a w
jwnw	ʔ aː n ə
jwnw	ʔ oː n
jwnyt	i uː n iː t
jwnꜣ	i uː n ɑ
jwr	i uː r
jwr	j aː j a ʔ
jwr	j aː w a ɾ
jwr	ʔ aː ʔ ə
jwr	ʔ oː ʔ
jwrꜣḥy	i uː r ɑ h iː
jwsw	i uː s uː
jwt	i uː t
jwtj	i uː t i
jwtt	i uː t ɛ t
jwwj	i uː ʔ uː i
jwyt	i uː iː t
jwḥ	i uː h
jwꜣ	i uː ɑ
jwꜣyt	i uː ɑ iː t
jwꜥ	i uː ɑː
jwꜥt	i uː ɑː t
jwꜥw	i uː ɑː uː
jwꜥw	j a w ʕ V w
jwꜥw	ʔ a w ʕ
jwꜥw	ʔ a w ʕ ə
jyt	i ʔ iː t
jz	i z
jzft	i z f ɛ t
jzft	j a s aː f a ʔ
jzft	j a z aː f a t
jzft	ʔ a s aː f a
jzft	ʔ a s oː f ə
jzftj	i z f ɛ t i
jzj	i z i
jzkn	i z k ɛ n
jzr	i z ɛ r
jzr	j a s ɾ V w
jzr	j a z ɾ V w
jzr	ʔ a s ɾ
jzr	ʔ a s ɾ ə
jzwt	i z uː t
jzzj	i z ɛ z i
jšdt	i ʃ ɛ d ɛ t
jšst	i ʃ ɛ s ɛ t
jšš	i ʃ ɛ ʃ
jḥ	i h
jḥ	j a ħ i j
jḥ	j a ħ i w w
jḥ	ʔ ə ħ e w w
jḥ	ʔ ə ħ e ʔ
jḥw	i h uː
jḥw	j a ħ aː w a w
jḥw	ʔ ə ħ oː w
jḥw	ʔ ə ħ oː w ə
jḫ	i x
jḫ	j u χ
jḫ	ʔ u χ
jḫ	ʔ ø χ
jḫmt	i x m ɛ t
jḫr	i x ɛ r
jḫt	i x ɛ t
jḫḫw	i x ɛ x uː
jṯj	i t͡ʃ i
jṯꜣ	i t͡ʃ ɑ
jꜣb	i ɑ b
jꜣbj	i ɑ b i
jꜣbt	i ɑ b ɛ t
jꜣbt	j a ʀ b a t
jꜣbt	j a ʀ b a ʔ
jꜣbt	j aː b a
jꜣbt	j oː β ə
jꜣbtj	i ɑ b t i
jꜣbtj	j a ʀ i b t i j
jꜣbtj	ʔ ə j e b t ə
jꜣbtj	ʔ ə j e β t
jꜣbtjw	i ɑ b t i uː
jꜣbtt	i ɑ b ɛ t ɛ t
jꜣd	i ɑ d
jꜣdt	i ɑ d ɛ t
jꜣdw	i ɑ d uː
jꜣft	i ɑ f ɛ t
jꜣj	i ɑ i
jꜣjw	i ɑ i uː
jꜣk	i ɑ k
jꜣkb	i ɑ k ɛ b
jꜣkby	i ɑ k b iː
jꜣkbyt	i ɑ k b iː t
jꜣkw	i ɑ k uː
jꜣm	i ɑ m
jꜣmw	i ɑ m uː
jꜣq	i ɑ k
jꜣqt	i ɑ k ɛ t
jꜣqt	j u ʀ qʼ a t
jꜣqt	j u ʀ qʼ a ʔ
jꜣqt	ʔ eː qʼ ə
jꜣqt	ʔ uː qʼ a
jꜣr	i ɑ r
jꜣrr	i ɑ r ɛ r
jꜣrrt	i ɑ r ɛ r ɛ t
jꜣrrt	j a l a ʀ l a t
jꜣrrt	j a l a ʀ l a ʔ
jꜣrrt	j a ʀ l a l j a t
jꜣrrt	j a ʀ l a l j a ʔ
jꜣrrt	ʔ a l a ʔ l a
jꜣrrt	ʔ a l a ʔ l ə
jꜣrw	i ɑ r uː
jꜣs	i ɑ s
jꜣt	i ɑ t
jꜣtjw	i ɑ t i uː
jꜣtt	i ɑ t ɛ t
jꜣw	i ɑ uː
jꜣw	j a ʀ a w
jꜣw	ʔ ə a w
jꜣwj	i ɑ uː i
jꜣwt	i ɑ uː t
jꜣwtj	i ɑ uː t i
jꜣyt	i ɑ iː t
jꜣš	i ɑ ʃ
jꜣḫmjnš	i ɑ x m i n ɛ ʃ
jꜣḫw	i ɑ x uː
jꜣḫw	j a ʀ χ V w
jꜣḫw	j aː χ ə
jꜣḫw	j oː χ
jꜣṯ	i ɑ t͡ʃ
jꜣṯw	i ɑ t͡ʃ uː
jꜣꜣ	i ɑ ʔ ɑ
jꜣꜣt	i ɑ ʔ ɑ t
jꜣꜣyt	i ɑ ʔ ɑ iː t
jꜣꜥ	i ɑ ʔ ɑː
jꜣꜥš	i ɑ ʔ ɑː ʃ
jꜥ	i ɑː
jꜥb	i ɑː b
jꜥf	i ɑː f
jꜥj	i ɑː i
jꜥj	j aː ʕ a
jꜥj	j aː ʕ a t
jꜥj	j aː ʕ a ʔ
jꜥj	j oː ʕ ə
jꜥn	i ɑː n
jꜥn	j u ʕ n V j
jꜥn	j u ʕ n V r
jꜥn	ʕ u ʕ n ə
jꜥn	ʕ ø ʕ n
jꜥnt	i ɑː n ɛ t
jꜥnw	i ɑː n uː
jꜥr	i ɑː r
jꜥrt	i ɑː r ɛ t
jꜥryt	i ɑː r iː t
jꜥw	i ɑː uː
jꜥḥ	i ɑː h
jꜥḥ	j a ʕ ħ
jꜥḥ	j a ʕ ħ u w
jꜥḥ	j a ʕ ħ ə
jꜥꜣ	i ɑː ʔ ɑ
jꜥꜥw	i ɑː ʔ ɑː uː
kbn	k ɛ b ɛ n
kf	k ɛ f
kfj	k ɛ f i
kftjw	k ɛ f t i uː
kfꜣ	k ɛ f ɑ
kj	k i
kkw	k e k i
kkw	k e k j ə
kkw	k i k j V w
kkw	k ɛ k uː
km	k aː m
km	k eː m
km	k oː m
km	k uː m a w
km	k uː m ə
km	k ɛ m
kmbjṯt	k ɛ m b i t͡ʃ ɛ t
kmm	k a m a m
kmm	k ə m a m
kmm	k ɛ m ɛ m
kmt	k eː m ə
kmt	k uː m a
kmt	k uː m a t
kmt	k uː m a ʔ
kmt	k ɛ m ɛ t
kmyt	k ɛ m iː t
knj	k ɛ n i
kns	k ɛ n ɛ s
knꜥnw	k ɛ n ɑː n uː
krtj	k ɛ r t i
ksj	k ɛ s i
ksw	k ɛ s uː
ktt	k a t a t
ktt	k a t a ʔ
ktt	k ə t a ʔ
ktt	k ɛ t ɛ t
kw	k uː
ky	k iː
kš	k ɛ ʃ
kꜣ	k a ʀ
kꜣ	k a ʔ
kꜣ	k o j
kꜣ	k u j
kꜣ	k u ʀ
kꜣ	k ɑ
kꜣ	o
kꜣ	u
kꜣ	ø
kꜣhs	k ɑ h ɛ s
kꜣj	k ɑ i
kꜣkꜣ	k ɑ k ɑ
kꜣkꜣj	k ɑ k ɑ i
kꜣm	k a ʀ n V w
kꜣm	k aː ʀ V m
kꜣm	k aː ʔ ə m
kꜣm	k oː ʔ ə m
kꜣm	k ɑ m
kꜣmn	k ɑ m ɛ n
kꜣmw	k a ʀ m i w
kꜣmw	k a ʀ m i w w a w
kꜣmw	k ɑ m uː
kꜣmw	k ə m e ʔ
kꜣmw	k ə m e ʔ w
kꜣmw	k ə m e ʔ w ə
kꜣnꜥnꜥ	k ɑ n ɑː n ɑː
kꜣp	k aː ʀ a p
kꜣp	k aː ʔ ə p
kꜣp	k oː ʔ ə p
kꜣp	k ɑ p
kꜣpt	k a ʀ p a t
kꜣpt	k a ʀ p a ʔ
kꜣpt	k aː p a
kꜣpt	k oː p ə
kꜣpt	k ɑ p ɛ t
kꜣpw	k ɑ p uː
kꜣr	k ɑ r
kꜣry	k ɑ r iː
kꜣs	k ɑ s
kꜣt	k ɑ t
kꜣw	k ɑ uː
kꜣwtj	k ɑ uː t i
kꜣš	k ɑ ʃ
kꜣštꜣ	k ɑ ʃ t ɑ
m	m a
m	m ə
m	m̩
m	ɛ m
mds	m ɛ d ɛ s
mdw	m a tʼ u w w
mdw	m aː tʼ a w
mdw	m aː tʼ ə
mdw	m oː tʼ
mdw	m ə tʼ u w w
mdw	m ə tʼ ø w w
mdw	m ɛ d uː
mdwj	m aː tʼ a
mdwj	m aː tʼ a t
mdwj	m aː tʼ a ʔ
mdwj	m oː tʼ ə
mdwj	m ɛ d uː i
mdwt	m aː tʼ a
mdwt	m aː tʼ a t
mdwt	m aː tʼ a ʔ
mdwt	m oː tʼ ə
mdwt	m ə tʼ ə t
mdwt	m ɛ d uː t
mfkꜣt	m ɛ f k ɑ t
mgꜣ	m ɛ ɡ ɑ
mhj	m ɛ h i
mht	m ɛ h ɛ t
mj	m i
mjgꜣdn	m i ɡ ɑ d ɛ n
mjktj	m i k t i
mjn	m i n
mjnb	m i n ɛ b
mjnj	m i n i
mjnt	m i n ɛ t
mjt	m i t
mjtj	m i t i
mjtt	m i t ɛ t
mjtw	m i t uː
