aarōn	aː a r ɔ n
abbreviātiō	a b b r ɛ w i aː t̪ i oː
abbreviātiō	a b b r ɛ v i aː t͡s i ɔ
abbreviātiōnibus	a b b r ɛ w i aː t̪ i oː n ɪ b ʊ s
abbreviātiōnibus	a b b r ɛ v i a t͡s i ɔː n i b u s
abbreviātiōnibus	a β r e β j a tʲ o n e β o s
abbreviātulus	a b b r ɛ w i aː t̪ ʊ ɫ̪ ʊ s
abbreviātulus	a b b r ɛ v i aː t̪ u l u s
abbreviātum	a b b r ɛ w i aː t̪ ʊ̃ˑ
abbreviātum	a b b r ɛ v i aː t̪ u m
abbreviātūrus	a b b r ɛ w i aː t̪ uː r ʊ s
abbreviātūrus	a b b r ɛ v i a t̪ uː r u s
abbreviō	a b b r ɛ w i oː
abbreviō	a b b r ɛː v i ɔ
abchasica	a p kʰ a s ɪ k a
abchasica	a p k aː z i k a
abchasica	a p kʰ a s ɪ k aː
abchasica	a p k aː z i k a
abchasicus	a p kʰ a s ɪ k ʊ s
abchasicus	a p k aː z i k u s
abdara	a b d̪ a r a
abdara	a b d̪ a r a
abdērītānus	a b d̪ eː r iː t̪ aː n ʊ s
abdērītānus	a b d̪ ɛ r i t̪ aː n u s
abdērus	a b d̪ eː r ʊ s
abdērus	a b d̪ ɛː r u s
abdicātiō	a b d̪ ɪ k aː t̪ i oː
abdicātiō	a b d̪ i k aː t͡s i ɔ
abdicātīva	a b d̪ ɪ k aː t̪ iː w a
abdicātīva	a b d̪ i k a t̪ iː v a
abdicātīva	a b d̪ ɪ k aː t̪ iː w aː
abdicātīva	a b d̪ i k a t̪ iː v a
abdicātīvē	a b d̪ ɪ k aː t̪ iː w eː
abdicātīvē	a b d̪ i k a t̪ iː v ɛ
abdicātīvus	a b d̪ ɪ k aː t̪ iː w ʊ s
abdicātīvus	a b d̪ i k a t̪ iː v u s
abdicātōria	a b d̪ ɪ k aː t̪ oː r i a
abdicātōria	a b d̪ i k a t̪ ɔː r i a
abdicātōria	a b d̪ ɪ k aː t̪ oː r i aː
abdicātōria	a b d̪ i k a t̪ ɔː r i a
abdicātōrius	a b d̪ ɪ k aː t̪ oː r i ʊ s
abdicātōrius	a b d̪ i k a t̪ ɔː r i u s
abdīcō	a b d̪ iː k oː
abdīcō	a b d̪ iː k ɔ
abdicō	a b d̪ ɪ k oː
abdicō	a b d̪ i k ɔ
abditīva	a b d̪ ɪ t̪ iː w a
abditīva	a b d̪ i t̪ iː v a
abditīva	a b d̪ ɪ t̪ iː w aː
abditīva	a b d̪ i t̪ iː v a
abditīvus	a b d̪ ɪ t̪ iː w ʊ s
abditīvus	a b d̪ i t̪ iː v u s
abditum	a b d̪ i t̪ u m
abditus	a b d̪ ɪ t̪ ʊ s
abditus	a b d̪ i t̪ u s
abdō	a b d̪ oː
abdō	a b d̪ ɔ
abdōmen	a b d̪ oː m ɛ n
abdōmen	a b d̪ ɔː m ɛ n
abdōminālis	a b d̪ oː m ɪ n aː lʲ ɪ s
abdōminālis	a b d̪ ɔ m i n aː l i s
abdua	a b d̪ ʊ a
abdua	a b d̪ u a
abdūcō	a b d̪ uː k oː
abdūcō	a b d̪ uː k ɔ
abductiō	a b d̪ ʊ k t̪ i oː
abductiō	a b d̪ u k t͡s i ɔ
abductīva	a b d̪ ʊ k t̪ iː w a
abductīva	a b d̪ u k t̪ iː v a
abductīva	a b d̪ ʊ k t̪ iː w aː
abductīva	a b d̪ u k t̪ iː v a
abductīvus	a b d̪ ʊ k t̪ iː w ʊ s
abductīvus	a b d̪ u k t̪ iː v u s
abductōris	a b d̪ ʊ k t̪ oː r ɪ s
abductōris	a b d̪ u k t̪ ɔː r i s
abecedārium	a b ɛ k ɛ d̪ aː r i ʊ̃ˑ
abecedārium	a b ɛ t͡ʃ ɛ d̪ aː r i u m
abecedārius	a b ɛ k ɛ d̪ aː r i ʊ s
abecedārius	a b ɛ t͡ʃ ɛ d̪ aː r i u s
abecedārius	a β e ɡ e ð a rʲ o o s
abella	a b ɛ l lʲ a
abella	a b ɛ l l a
abellana	a b ɛ l lʲ a n a
abellana	a b ɛ l l a n a
abellīnum	a b ɛ l lʲ iː n ʊ̃ˑ
abellīnum	a b ɛ l l iː n u m
abelus	a b ɛ ɫ̪ ʊ s
abelus	aː b ɛ l u s
abeō	aː b ɛ ɔ
abequitō	a b ɛ kᶣ ɪ t̪ oː
abequitō	a b ɛː k w i t̪ ɔ
aberdeenēnsis	a b ɛ r d̪ eː n ẽː s ɪ s
aberdeenēnsis	a b ɛ r d̪ ɛ n ɛ n s i s
aberrant	a b ɛ r r a n̪ t̪
aberrant	a b ɛ r r a n̪ t̪
aberrante	a b ɛ r r a n̪ t̪ ɛ
aberrante	a b ɛ r r a n̪ t̪ ɛ
aberrantēs	a b ɛ r r a n̪ t̪ eː s
aberrantēs	a b ɛ r r a n̪ t̪ ɛ s
aberrātiō	a b ɛ r r aː t̪ i oː
aberrātiō	a b ɛ r r aː t͡s i ɔ
aberrō	a b ɛ r r oː
aberrō	a b ɛ r r ɔ
abhibeō	a b h ɪ b e oː
abhibeō	a b iː b ɛ ɔ
abhinc	a b ɪ ŋ k
abhinc	a b i ŋ k
abhorreō	a b h ɔ r r e oː
abhorreō	a b ɔ r r ɛ ɔ
abhorrēscō	a b h ɔ r r eː s k oː
abhorrēscō	a b ɔ r r ɛ s k ɔ
abīa	a b iː a
abia	aː b i a
abiāthār	a b i aː t̪ʰ aː r
abiāthār	a b i aː t̪ a r
abiciō	a b ɪ k i oː
abiciō	a b iː t͡ʃ i ɔ
abiciō	a b j ɪ k i oː
abiciō	a b j iː t͡ʃ i ɔ
abiectiō	a b j ɛ k t̪ i oː
abiectiō	a b j ɛ k t͡s i ɔ
abiectō	a b j ɛ k t̪ oː
abiectō	a b j ɛ k t̪ ɔ
abiēgna	a b i eː ŋ n a
abiēgna	a b i ɛ ɲ ɲ a
abiēgna	a b i eː ŋ n aː
abiēgna	a b i ɛ ɲ ɲ a
abiēgnus	a b i eː ŋ n ʊ s
abiēgnus	a b i ɛ ɲ ɲ u s
abierimus	a b i ɛ r ɪ m ʊ s
abierimus	a b i ɛː r i m u s
abierimus	a b i ɛ r iː m ʊ s
abierimus	a b i ɛ r iː m u s
abieris	a b i ɛ r ɪ s
abieris	a b iː ɛ r i s
abieris	a b i ɛ r iː s
abieris	a b iː ɛ r i s
abieritis	a b i ɛ r ɪ t̪ ɪ s
abieritis	a b i ɛː r i t̪ i s
abieritis	a b i ɛ r iː t̪ ɪ s
abieritis	a b i ɛ r iː t̪ i s
abiēs	aː b i ɛ s
abietāria	a b i ɛ t̪ aː r i a
abietāria	a b i ɛ t̪ aː r i a
abietāria	a b i ɛ t̪ aː r i aː
abietāria	a b i ɛ t̪ aː r i a
abietārius	a b i ɛ t̪ aː r i ʊ s
abietārius	a b i ɛ t̪ aː r i u s
abietifolia	a b i ɛ t̪ ɪ f ɔ lʲ i a
abietifolia	a b i ɛ t̪ i f ɔː l i a
abietifolia	a b i ɛ t̪ ɪ f ɔ lʲ i aː
abietifolia	a b i ɛ t̪ i f ɔː l i a
abietifolius	a b i ɛ t̪ ɪ f ɔ lʲ i ʊ s
abietifolius	a b i ɛ t̪ i f ɔː l i u s
abietina	a b i ɛ t̪ ɪ n a
abietina	a b i ɛː t̪ i n a
abietina	a b i ɛ t̪ ɪ n aː
abietina	a b i ɛː t̪ i n a
abietinus	a b i ɛ t̪ ɪ n ʊ s
abietinus	a b i ɛː t̪ i n u s
abiga	a b ɪ ɡ a
abiga	aː b i ɡ a
abigeātor	a b ɪ ɡ e aː t̪ ɔ r
abigeātor	a b i d͡ʒ ɛ aː t̪ ɔ r
abigeātus	a b ɪ ɡ e aː t̪ ʊ s
abigeātus	a b i d͡ʒ ɛ aː t̪ u s
abigeus	a b ɪ ɡ e ʊ s
abigeus	a b iː d͡ʒ ɛ u s
abigō	a b ɪ ɡ oː
abigō	aː b i ɡ ɔ
abilitās	a b ɪ lʲ ɪ t̪ aː s
abilitās	a b iː l i t̪ a s
abitiō	a b ɪ t̪ i oː
abitiō	a b iː t͡s i ɔ
ābītō	aː b iː t̪ oː
ābītō	a b iː t̪ ɔ
abitus	a b ɪ t̪ ʊ s
abitus	aː b i t̪ u s
abiūdicandus	a b j uː d̪ ɪ k a n̪ d̪ ʊ s
abiūdicandus	a b j u d̪ i k a n̪ d̪ u s
abiūdicātīva	a b j uː d̪ ɪ k aː t̪ iː w a
abiūdicātīva	a b j u d̪ i k a t̪ iː v a
abiūdicātīva	a b j uː d̪ ɪ k aː t̪ iː w aː
abiūdicātīva	a b j u d̪ i k a t̪ iː v a
abiūdicātīvus	a b j uː d̪ ɪ k aː t̪ iː w ʊ s
abiūdicātīvus	a b j u d̪ i k a t̪ iː v u s
abiūdicō	a b j uː d̪ ɪ k oː
abiūdicō	a b j uː d̪ i k ɔ
abiugō	a b j ʊ ɡ oː
abiugō	a b j u ɡ ɔ
abiungō	a b j ʊ ŋ ɡ oː
abiungō	a b j u ŋ ɡ ɔ
abiūrātiō	a b j uː r aː t̪ i oː
abiūrātiō	a b j u r aː t͡s i ɔ
abiūrgō	a b j u r ɡ ɔ
abiūrō	a b j uː r ɔ
abjiciō	a b j ɪ k i oː
abjiciō	a b j iː t͡ʃ i ɔ
abjudicātīvus	a b j ʊ d̪ ɪ k aː t̪ iː w ʊ s
abjudicātīvus	a b j u d̪ i k a t̪ iː v u s
abjūdicō	a b j uː d̪ ɪ k oː
abjūdicō	a b j uː d̪ i k ɔ
abjugō	a b j ʊ ɡ oː
abjugō	a b j u ɡ ɔ
abjungō	a b j ʊ ŋ ɡ oː
abjungō	a b j u ŋ ɡ ɔ
abjūrgō	a b j u r ɡ ɔ
ablactō	a b ɫ̪ a k t̪ oː
ablactō	a b l a k t̪ ɔ
ablacuō	a b ɫ̪ a k ʊ oː
ablacuō	a b l aː k u ɔ
ablaqueātiō	a b ɫ̪ a kᶣ e aː t̪ i oː
ablaqueātiō	a b l a k w ɛ aː t͡s i ɔ
ablaqueō	a b ɫ̪ a kᶣ e oː
ablaqueō	a b l aː k w ɛ ɔ
ablātiō	a b ɫ̪ aː t̪ i oː
ablātiō	a b l aː t͡s i ɔ
ablātīva	a b ɫ̪ aː t̪ iː w a
ablātīva	a b l a t̪ iː v a
ablātīva	a b ɫ̪ aː t̪ iː w aː
ablātīva	a b l a t̪ iː v a
ablātīvās	a b ɫ̪ aː t̪ iː w aː s
ablātīvās	a b l a t̪ iː v a s
ablātīve	a b ɫ̪ aː t̪ iː w ɛ
ablātīve	a b l a t̪ iː v ɛ
ablātīvī	a b ɫ̪ aː t̪ iː w iː
ablātīvī	a b l a t̪ iː v i
ablātīvō	a b ɫ̪ aː t̪ iː w oː
ablātīvō	a b l a t̪ iː v ɔ
ablātīvōs	a b ɫ̪ aː t̪ iː w oː s
ablātīvōs	a b l a t̪ iː v ɔ s
ablātīvus	a b ɫ̪ aː t̪ iː w ʊ s
ablātīvus	a b l a t̪ iː v u s
ablātor	a b ɫ̪ aː t̪ ɔ r
ablātor	a b l aː t̪ ɔ r
ablēgātiō	a b l eː ɡ aː t̪ i oː
ablēgātiō	a b l ɛ ɡ aː t͡s i ɔ
ablēgō	a b l ɛː ɡ ɔ
ablepsia	a b l ɛ p s i a
ablepsia	a b l ɛ p s i a
abligurriō	a b lʲ ɪ ɡ ʊ r r i oː
abligurriō	a b l i ɡ u r r i ɔ
abligurrītiō	a b lʲ ɪ ɡ ʊ r r iː t̪ i oː
abligurrītiō	a b l i ɡ u r r iː t͡s i ɔ
abligurrītor	a b lʲ ɪ ɡ ʊ r r iː t̪ ɔ r
abligurrītor	a b l i ɡ u r r iː t̪ ɔ r
ablocō	a b ɫ̪ ɔ k oː
ablocō	a b l ɔ k ɔ
ablūdō	a b ɫ̪ uː d̪ oː
ablūdō	a b l uː d̪ ɔ
abluō	a b ɫ̪ ʊ oː
abluō	a b l u ɔ
ablūtiō	a b ɫ̪ uː t̪ i oː
ablūtiō	a b l uː t͡s i ɔ
ablūtīvus	a b l u t̪ iː v u s
ablūtor	a b ɫ̪ uː t̪ ɔ r
ablūtor	a b l uː t̪ ɔ r
ablūtūrus	a b ɫ̪ uː t̪ uː r ʊ s
ablūtūrus	a b l u t̪ uː r u s
abluviō	a b ɫ̪ ʊ w i oː
abluviō	a b l uː v i ɔ
abluvium	a b ɫ̪ ʊ w i ʊ̃ˑ
abluvium	a b l uː v i u m
abmātertera	a b m aː t̪ ɛ r t̪ ɛ r a
abmātertera	a b m a t̪ ɛ r t̪ ɛ r a
abnatātum	a b n a t̪ aː t̪ ʊ̃ˑ
abnatātum	a b n a t̪ aː t̪ u m
abnatātūrus	a b n a t̪ aː t̪ uː r ʊ s
abnatātūrus	a b n a t̪ a t̪ uː r u s
abnatō	a b n a t̪ oː
abnatō	a b n a t̪ ɔ
abnegātiō	a b n ɛ ɡ aː t̪ i oː
abnegātiō	a b n ɛ ɡ aː t͡s i ɔ
abnegātīva	a b n ɛ ɡ aː t̪ iː w a
abnegātīva	a b n ɛ ɡ a t̪ iː v a
abnegātīva	a b n ɛ ɡ aː t̪ iː w aː
abnegātīva	a b n ɛ ɡ a t̪ iː v a
abnegātīvus	a b n ɛ ɡ aː t̪ iː w ʊ s
abnegātīvus	a b n ɛ ɡ a t̪ iː v u s
abnegātor	a b n ɛ ɡ aː t̪ ɔ r
abnegātor	a b n ɛ ɡ aː t̪ ɔ r
abnegō	a b n ɛ ɡ oː
abnegō	a b n ɛ ɡ ɔ
abnepōs	a b n ɛ p oː s
abnepōs	a b n ɛ p ɔ s
abnoctātum	a b n ɔ k t̪ aː t̪ ʊ̃ˑ
abnoctātum	a b n ɔ k t̪ aː t̪ u m
abnoctātūrus	a b n ɔ k t̪ aː t̪ uː r ʊ s
abnoctātūrus	a b n ɔ k t̪ a t̪ uː r u s
abnoctō	a b n ɔ k t̪ oː
abnoctō	a b n ɔ k t̪ ɔ
abnōdō	a b n oː d̪ oː
abnōdō	a b n ɔː d̪ ɔ
abnōrmis	a b n oː r m ɪ s
abnōrmis	a b n ɔ r m i s
abnuitiō	a b n ʊ ɪ t̪ i oː
abnuitiō	a b n u iː t͡s i ɔ
abnumerō	a b n ʊ m ɛ r oː
abnumerō	a b n uː m ɛ r ɔ
abnuō	a b n ʊ oː
abnuō	a b n u ɔ
abnūtātum	a b n uː t̪ aː t̪ ʊ̃ˑ
abnūtātum	a b n u t̪ aː t̪ u m
abnūtātūrus	a b n uː t̪ aː t̪ uː r ʊ s
abnūtātūrus	a b n u t̪ a t̪ uː r u s
abnūtīva	a b n uː t̪ iː w a
abnūtīva	a b n u t̪ iː v a
abnūtīva	a b n uː t̪ iː w aː
abnūtīva	a b n u t̪ iː v a
abnūtīvus	a b n uː t̪ iː w ʊ s
abnūtīvus	a b n u t̪ iː v u s
abnūtō	a b n uː t̪ oː
abnūtō	a b n uː t̪ ɔ
abobrīga	a b ɔ b r iː ɡ a
abobrīga	a b ɔ b r iː ɡ a
abodiacum	a b ɔ d̪ i a k ʊ̃ˑ
abodiacum	a b ɔ d̪ iː a k u m
abolānī	a b ɔ ɫ̪ aː n iː
abolānī	a b ɔ l aː n i
aboleō	a b ɔ l e oː
aboleō	a b ɔː l ɛ ɔ
abolēscō	a b ɔ l eː s k oː
abolēscō	a b ɔ l ɛ s k ɔ
abolitiō	a b ɔ lʲ ɪ t̪ i oː
abolitiō	a b ɔ l iː t͡s i ɔ
abolitor	a b ɔ lʲ ɪ t̪ ɔ r
abolitor	a b ɔː l i t̪ ɔ r
abolla	a b ɔ l lʲ a
abolla	a b ɔ l l a
abomāsum	a b ɔ m aː s ʊ̃ˑ
abomāsum	a b ɔ m aː z u m
abōminābilis	a b oː m ɪ n aː b ɪ lʲ ɪ s
abōminābilis	a b ɔ m i n aː b i l i s
abōmināmentum	a b oː m ɪ n aː m ɛ n̪ t̪ ʊ̃ˑ
abōmināmentum	a b ɔ m i n a m ɛ n̪ t̪ u m
abōmināmentum	a β o m e n a m ɛ n t õ
abōminandus	a b oː m ɪ n a n̪ d̪ ʊ s
abōminandus	a b ɔ m i n a n̪ d̪ u s
abōminātiō	a b oː m ɪ n aː t̪ i oː
abōminātiō	a b ɔ m i n aː t͡s i ɔ
abōminō	a b oː m ɪ n oː
abōminō	a b ɔː m i n ɔ
abōminōsa	a b oː m ɪ n oː s a
abōminōsa	a b ɔ m i n ɔː z a
abōminōsa	a b oː m ɪ n oː s aː
abōminōsa	a b ɔ m i n ɔː z a
abōminōsus	a b oː m ɪ n oː s ʊ s
abōminōsus	a b ɔ m i n ɔː z u s
aborigina	a b ɔ r ɪ ɡ ɪ n a
aborigina	a b ɔ r iː d͡ʒ i n a
aborigina	a b ɔ r ɪ ɡ ɪ n aː
aborigina	a b ɔ r iː d͡ʒ i n a
aborīgineus	a b ɔ r iː ɡ ɪ n e ʊ s
aborīgineus	a b ɔ r i d͡ʒ iː n ɛ u s
aboriginus	a b ɔ r ɪ ɡ ɪ n ʊ s
aboriginus	a b ɔ r iː d͡ʒ i n u s
aborior	a b ɔ r i ɔ r
aborior	a b ɔː r i ɔ r
aborsa	a b ɔ r s a
aborsa	a b ɔ r s a
aborsa	a b ɔ r s aː
aborsa	a b ɔ r s a
aborsus	a b ɔ r s ʊ s
aborsus	a b ɔ r s u s
abortās	a b ɔ r t̪ aː s
abortās	a b ɔ r t̪ a s
abortātūrus	a b ɔ r t̪ aː t̪ uː r ʊ s
abortātūrus	a b ɔ r t̪ a t̪ uː r u s
abortiō	a b ɔ r t̪ i oː
abortiō	a b ɔ r t͡s i ɔ
abortīva	a b ɔ r t̪ iː w a
abortīva	a b ɔ r t̪ iː v a
abortīva	a b ɔ r t̪ iː w aː
abortīva	a b ɔ r t̪ iː v a
abortīvum	a b ɔ r t̪ iː w ʊ̃ˑ
abortīvum	a b ɔ r t̪ iː v u m
abortīvus	a b ɔ r t̪ iː w ʊ s
abortīvus	a b ɔ r t̪ iː v u s
abortō	a b ɔ r t̪ oː
abortō	a b ɔ r t̪ ɔ
abortus	a b ɔ r t̪ ʊ s
abortus	a b ɔ r t̪ u s
abra	aː b r a
abra	aː b r a
abrādō	a b r aː d̪ oː
abrādō	a b r aː d̪ ɔ
ābrahām	aː b r a a m
ābrahamō	a b r aː a m ɔ
ābrahamus	aː b r a h a m ʊ s
ābrahamus	a b r aː a m u s
abram	a b r ãˑ
abrāsiō	a b r aː z i ɔ
abrelicta	a b r ɛ lʲ ɪ k t̪ a
abrelicta	a b r ɛ l i k t̪ a
abrelicta	a b r ɛ lʲ ɪ k t̪ aː
abrelicta	a b r ɛ l i k t̪ a
abrelictus	a b r ɛ lʲ ɪ k t̪ ʊ s
abrelictus	a b r ɛ l i k t̪ u s
abrenuntiātum	a b r ɛ n ʊ n̪ t̪ i aː t̪ ʊ̃ˑ
abrenuntiātum	a b r ɛ n u n t͡s i aː t̪ u m
abrenuntiātūrus	a b r ɛ n ʊ n̪ t̪ i aː t̪ uː r ʊ s
abrenuntiātūrus	a b r ɛ n u n t͡s i a t̪ uː r u s
abrenuntiātūrus	a β r e n o n tʲ a d u r o s
abrenūntiō	a b r ɛ n uː n̪ t̪ i oː
abrenūntiō	a b r ɛ n u n t͡s i ɔ
abrincatuī	a b r ɪ ŋ k a t̪ ʊ iː
abrincatuī	a b r i ŋ k aː t̪ u i
abripiō	a b r ɪ p i oː
abripiō	a b r iː p i ɔ
abrocomēs	a b r ɔ k ɔ m eː s
abrocomēs	a b r ɔː k ɔ m ɛ s
abrōdō	a b r oː d̪ oː
abrōdō	a b r ɔː d̪ ɔ
abrogāte	a b r ɔ ɡ aː t̪ ɛ
abrogāte	a b r ɔ ɡ aː t̪ ɛ
abrogātiō	a b r ɔ ɡ aː t̪ i oː
abrogātiō	a b r ɔ ɡ aː t͡s i ɔ
abrogātiō	a β r o ɣ a tʲ o
abrogāvissēmus	a b r ɔ ɡ a w ɪ s s ɛ m ʊ s
abrogāvissēmus	a b r ɔ ɡ a v i s s ɛ m u s
abrogō	a b r ɔ ɡ oː
abrogō	a b r ɔ ɡ ɔ
abrōnius	a b r oː n i ʊ s
abrōnius	a b r ɔː n i u s
abrotanifolia	a b r ɔ t̪ a n ɪ f ɔ lʲ i a
abrotanifolia	a b r ɔ t̪ a n i f ɔː l i a
abrotanifolia	a b r ɔ t̪ a n ɪ f ɔ lʲ i aː
abrotanifolia	a b r ɔ t̪ a n i f ɔː l i a
abrotanifolius	a b r ɔ t̪ a n ɪ f ɔ lʲ i ʊ s
abrotanifolius	a b r ɔ t̪ a n i f ɔː l i u s
abrumpō	a b r ʊ m p oː
abrumpō	a b r u m p ɔ
abrupta	a b r ʊ p t̪ a
abrupta	a b r u p t̪ a
abrupta	a b r ʊ p t̪ aː
abrupta	a b r u p t̪ a
abruptās	a b r ʊ p t̪ aː s
abruptās	a b r u p t̪ a s
abruptiō	a b r ʊ p t̪ i oː
abruptiō	a b r u p t͡s i ɔ
abruptissima	a b r ʊ p t̪ ɪ s s ɪ m a
abruptissima	a b r u p t̪ i s s i m a
abruptissima	a b r ʊ p t̪ ɪ s s ɪ m aː
abruptissima	a b r u p t̪ i s s i m a
abruptōs	a b r ʊ p t̪ oː s
abruptōs	a b r u p t̪ ɔ s
absārius	a p s a r i ʊ s
absārius	a p s aː r i u s
absarus	a p s a r ʊ s
abscēdō	a p s k eː d̪ oː
abscēdō	a p ʃ ɛː d̪ ɔ
abscīdō	a p s k iː d̪ oː
abscīdō	a p ʃ iː d̪ ɔ
abscindō	a p s k ɪ n̪ d̪ oː
abscindō	a p ʃ i n̪ d̪ ɔ
abscīsa	a p ʃ iː z a
abscīsa	a p ʃ iː z a
abscissa	a p s k ɪ s s a
abscissiō	a p s k ɪ s s i oː
abscissiō	a p ʃ i s s i ɔ
abscīsus	a p s k iː s ʊ s
abscīsus	a p ʃ iː z u s
abscondeō	a p s k ɔ n̪ d̪ e oː
abscondeō	a p s k ɔ n̪ d̪ ɛ ɔ
absconditus	a p s k ɔ n̪ d̪ ɪ t̪ ʊ s
absconditus	a p s k ɔ n̪ d̪ i t̪ u s
abscondō	a p s k ɔ n̪ d̪ oː
abscondō	a p s k ɔ n̪ d̪ ɔ
abscōnsa	a p s k õː s a
abscōnsa	a p s k ɔ n s a
abscōnsa	a p s k õː s aː
abscōnsa	a p s k ɔ n s a
abscōnsō	a p s k õː s oː
abscōnsō	a p s k ɔ n s ɔ
abscōnsus	a p s k õː s ʊ s
abscōnsus	a p s k ɔ n s u s
absēns	a p s ẽː s
absēns	a p s ɛ n s
absentia	a p s ɛ n̪ t̪ i a
absentia	a p s ɛ n t͡s i a
absentīvus	a p s ɛ n̪ t̪ iː w ʊ s
absentīvus	a p s ɛ n̪ t̪ iː v u s
absentō	a p s ɛ n̪ t̪ oː
absentō	a p s ɛ n̪ t̪ ɔ
absīdātus	a p s iː d̪ aː t̪ ʊ s
absīdātus	a p s i d̪ aː t̪ u s
absiliō	a p s ɪ lʲ i oː
absiliō	a p s iː l i ɔ
absimilis	a p s ɪ m ɪ lʲ ɪ s
absimilis	a p s iː m i l i s
absinthiātus	a p s ɪ n̪ t̪ʰ i aː t̪ ʊ s
absinthiātus	a p s i n̪ t̪ i aː t̪ u s
absinthifolius	a p s ɪ n̪ t̪ʰ ɪ f ɔ lʲ i ʊ s
