lit_phonetic.tsv	lit	Lithuanian	Lithuanian	True	Phonetic	12603
dsb_phonemic.tsv	dsb	Lower Sorbian	Lower Sorbian	True	Phonemic	1915
dsb_phonetic.tsv	dsb	Lower Sorbian	Lower Sorbian	True	Phonetic	1329
ltz_phonemic.tsv	ltz	Letzeburgesch; Luxembourgish	Luxembourgish	True	Phonemic	3980
ltz_phonetic.tsv	ltz	Letzeburgesch; Luxembourgish	Luxembourgish	True	Phonetic	1782
mac_phonemic.tsv	mac	Macedonian	Macedonian	True	Phonemic	399
mac_phonetic.tsv	mac	Macedonian	Macedonian	True	Phonetic	4749
may_phonemic.tsv	may	Malay (macrolanguage)	Malay	True	Phonemic	2476
may_phonetic.tsv	may	Malay (macrolanguage)	Malay	True	Phonetic	646
mlt_phonemic.tsv	mlt	Maltese	Maltese	True	Phonemic	1930
enm_phonemic.tsv	enm	Middle English (1100-1500)	Middle English	True	Phonemic	6286
mon_phonemic.tsv	mon	Mongolian	Mongolian	True	Phonemic	980
mon_phonetic.tsv	mon	Mongolian	Mongolian	True	Phonetic	436
sme_phonemic.tsv	sme	Northern Sami	Northern Sami	True	Phonemic	3343
nob_phonemic.tsv	nob	Norwegian Bokmål	Norwegian Bokmål	True	Phonemic	871
nob_phonetic.tsv	nob	Norwegian Bokmål	Norwegian Bokmål	True	Phonetic	507
nno_phonemic.tsv	nno	Norwegian Nynorsk	Norwegian Nynorsk	True	Phonemic	1104
nno_phonetic.tsv	nno	Norwegian Nynorsk	Norwegian Nynorsk	True	Phonetic	156
nor_phonemic.tsv	nor	Norwegian	Norwegian	True	Phonemic	2080
ang_phonemic.tsv	ang	Old English (ca. 450-1100)	Old English	True	Phonemic	6179
ang_phonetic.tsv	ang	Old English (ca. 450-1100)	Old English	True	Phonetic	1149
sga_phonemic.tsv	sga	Old Irish (to 900)	Old Irish	True	Phonemic	1671
per_phonemic.tsv	per	Persian	Persian	False	Phonemic	2495
per_phonetic.tsv	per	Persian	Persian	False	Phonetic	2495
pol_phonemic.tsv	pol	Polish	Polish	True	Phonemic	58742
por_bz_phonemic.tsv	por	Portuguese	Portuguese (Brazil)	True	Phonemic	7835
por_bz_phonetic.tsv	por	Portuguese	Portuguese (Brazil)	True	Phonetic	340
por_po_phonemic.tsv	por	Portuguese	Portuguese (Portugal)	True	Phonemic	8053
por_po_phonetic.tsv	por	Portuguese	Portuguese (Portugal)	True	Phonetic	314
rum_phonemic.tsv	rum	Romanian; Moldavian; Moldovan	Romanian	True	Phonemic	3029
rum_phonetic.tsv	rum	Romanian; Moldavian; Moldovan	Romanian	True	Phonetic	4302
rus_phonetic.tsv	rus	Russian	Russian	True	Phonetic	388848
san_phonemic.tsv	san	Sanskrit	Sanskrit	False	Phonemic	4568
san_phonetic.tsv	san	Sanskrit	Sanskrit	False	Phonetic	379
gla_phonemic.tsv	gla	Gaelic; Scottish Gaelic	Scottish Gaelic	True	Phonemic	892
gla_phonetic.tsv	gla	Gaelic; Scottish Gaelic	Scottish Gaelic	True	Phonetic	119
slo_phonemic.tsv	slo	Slovak	Slovak	True	Phonemic	3762
slo_phonetic.tsv	slo	Slovak	Slovak	True	Phonetic	297
slv_phonemic.tsv	slv	Slovenian	Slovene	True	Phonemic	4355
swe_phonemic.tsv	swe	Swedish	Swedish	True	Phonemic	2582
swe_phonetic.tsv	swe	Swedish	Swedish	True	Phonetic	142
tgl_phonemic.tsv	tgl	Tagalog	Tagalog	True	Phonemic	1306
tam_phonemic.tsv	tam	Tamil	Tamil	False	Phonemic	1073
tam_phonetic.tsv	tam	Tamil	Tamil	False	Phonetic	1014
tur_phonemic.tsv	tur	Turkish	Turkish	True	Phonemic	1698
tur_phonetic.tsv	tur	Turkish	Turkish	True	Phonetic	2004
ukr_phonemic.tsv	ukr	Ukrainian	Ukrainian	True	Phonemic	211
ukr_phonetic.tsv	ukr	Ukrainian	Ukrainian	True	Phonetic	1627
vie_phonetic.tsv	vie	Vietnamese	Vietnamese	True	Phonetic	10961
wel_phonemic.tsv	wel	Welsh	Welsh	True	Phonemic	7139
wel_phonetic.tsv	wel	Welsh	Welsh	True	Phonetic	362
zul_phonemic.tsv	zul	Zulu	Zulu	True	Phonemic	904
