bod_tibt_broad.tsv	bod	Tibetan	Tibetan	Tibetan		False	Broad	2699
bre_latn_broad.tsv	bre	Breton	Breton	Latin		False	Broad	770
bua_cyrl_broad.tsv	bua	Buriat	Buryat	Cyrillic		False	Broad	125
bua_cyrl_narrow.tsv	bua	Buriat	Buryat	Cyrillic		False	Narrow	140
bul_cyrl_narrow.tsv	bul	Bulgarian	Bulgarian	Cyrillic		False	Narrow	42309
cat_latn_broad.tsv	cat	Catalan	Catalan	Latin		False	Broad	176
cat_latn_narrow.tsv	cat	Catalan	Catalan	Latin		False	Narrow	92225
cbn_thai_broad.tsv	cbn	Nyahkur	Nyah Kur	Thai		False	Broad	151
ceb_latn_broad.tsv	ceb	Cebuano	Cebuano	Latin		False	Broad	2953
ceb_latn_narrow.tsv	ceb	Cebuano	Cebuano	Latin		False	Narrow	2822
ces_latn_narrow.tsv	ces	Czech	Czech	Latin		False	Narrow	43717
chb_latn_broad.tsv	chb	Chibcha	Chibcha	Latin		False	Broad	122
che_cyrl_broad.tsv	che	Chechen	Chechen	Cyrillic		False	Broad	172
cho_latn_broad.tsv	cho	Choctaw	Choctaw	Latin		False	Broad	124
chr_cher_broad.tsv	chr	Cherokee	Cherokee	Cherokee		False	Broad	103
cic_latn_broad.tsv	cic	Chickasaw	Chickasaw	Latin		False	Broad	286
ckb_arab_broad.tsv	ckb	Central Kurdish	Central Kurdish	Arabic		False	Broad	288
cnk_latn_broad.tsv	cnk	Khumi Chin	Khumi Chin	Latin		False	Broad	350
cop_copt_broad.tsv	cop	Coptic	Coptic	Coptic		False	Broad	820
cor_latn_broad.tsv	cor	Cornish	Cornish	Latin		False	Broad	174
cor_latn_narrow.tsv	cor	Cornish	Cornish	Latin		False	Narrow	706
cos_latn_broad.tsv	cos	Corsican	Corsican	Latin		False	Broad	476
crk_latn_broad.tsv	crk	Plains Cree	Plains Cree	Latin		False	Broad	108
crk_latn_narrow.tsv	crk	Plains Cree	Plains Cree	Latin		False	Narrow	144
crx_cans_broad.tsv	crx	Carrier	Carrier	Canadian Aboriginal		False	Broad	175
csb_latn_broad.tsv	csb	Kashubian	Kashubian	Latin		False	Broad	818
cym_latn_nw_broad.tsv	cym	Welsh	Welsh	Latin	North Wales	False	Broad	14188
cym_latn_nw_broad_filtered.tsv	cym	Welsh	Welsh	Latin	North Wales	True	Broad	14086
cym_latn_nw_narrow.tsv	cym	Welsh	Welsh	Latin	North Wales	False	Narrow	986
cym_latn_sw_broad.tsv	cym	Welsh	Welsh	Latin	South Wales	False	Broad	16023
cym_latn_sw_broad_filtered.tsv	cym	Welsh	Welsh	Latin	South Wales	True	Broad	15845
cym_latn_sw_narrow.tsv	cym	Welsh	Welsh	Latin	South Wales	False	Narrow	1027
dan_latn_broad.tsv	dan	Danish	Danish	Latin		False	Broad	4657
dan_latn_narrow.tsv	dan	Danish	Danish	Latin		False	Narrow	8380
deu_latn_broad.tsv	deu	German	German	Latin		False	Broad	49829
deu_latn_broad_filtered.tsv	deu	German	German	Latin		True	Broad	47779
deu_latn_narrow.tsv	deu	German	German	Latin		False	Narrow	18430
div_thaa_broad.tsv	div	Dhivehi	Dhivehi	Thaana		False	Broad	1524
div_thaa_narrow.tsv	div	Dhivehi	Dhivehi	Thaana		False	Narrow	1608
dlm_latn_broad.tsv	dlm	Dalmatian	Dalmatian	Latin		False	Broad	176
dng_cyrl_broad.tsv	dng	Dungan	Dungan	Cyrillic		False	Broad	255
dsb_latn_broad.tsv	dsb	Lower Sorbian	Lower Sorbian	Latin		False	Broad	2258
dsb_latn_narrow.tsv	dsb	Lower Sorbian	Lower Sorbian	Latin		False	Narrow	1428
dum_latn_broad.tsv	dum	Middle Dutch (ca. 1050-1350)	Middle Dutch	Latin		False	Broad	215
dzo_tibt_broad.tsv	dzo	Dzongkha	Dzongkha	Tibetan		False	Broad	212
egy_latn_broad.tsv	egy	Egyptian (Ancient)	Egyptian	Latin		False	Broad	4046
ell_grek_broad.tsv	ell	Modern Greek (1453-)	Greek	Greek		False	Broad	15241
ell_grek_broad_filtered.tsv	ell	Modern Greek (1453-)	Greek	Greek		True	Broad	14825
ell_grek_narrow.tsv	ell	Modern Greek (1453-)	Greek	Greek		False	Narrow	342
eng_latn_uk_broad.tsv	eng	English	English	Latin	UK, Received Pronunciation	False	Broad	79438
eng_latn_uk_broad_filtered.tsv	eng	English	English	Latin	UK, Received Pronunciation	True	Broad	78778
eng_latn_uk_narrow.tsv	eng	English	English	Latin	UK, Received Pronunciation	False	Narrow	1790
eng_latn_us_broad.tsv	eng	English	English	Latin	US, General American	False	Broad	77740
eng_latn_us_broad_filtered.tsv	eng	English	English	Latin	US, General American	True	Broad	77071
eng_latn_us_narrow.tsv	eng	English	English	Latin	US, General American	False	Narrow	2486
enm_latn_broad.tsv	enm	Middle English (1100-1500)	Middle English	Latin		False	Broad	10525
epo_latn_broad.tsv	epo	Esperanto	Esperanto	Latin		False	Broad	3999
epo_latn_narrow.tsv	epo	Esperanto	Esperanto	Latin		False	Narrow	17209
est_latn_broad.tsv	est	Estonian	Estonian	Latin		False	Broad	1789
est_latn_narrow.tsv	est	Estonian	Estonian	Latin		False	Narrow	1127
ett_ital_broad.tsv	ett	Etruscan	Etruscan	Old Italic		False	Broad	207
eus_latn_broad.tsv	eus	Basque	Basque	Latin		False	Broad	8033
eus_latn_narrow.tsv	eus	Basque	Basque	Latin		False	Narrow	8010
evn_cyrl_broad.tsv	evn	Evenki	Evenki	Cyrillic		False	Broad	126
ewe_latn_broad.tsv	ewe	Ewe	Ewe	Latin		False	Broad	136
fao_latn_broad.tsv	fao	Faroese	Faroese	Latin		False	Broad	1947
fao_latn_narrow.tsv	fao	Faroese	Faroese	Latin		False	Narrow	1175
fas_arab_broad.tsv	fas	Persian	Persian	Arabic		False	Broad	554
fas_arab_narrow.tsv	fas	Persian	Persian	Arabic		False	Narrow	34033
fax_latn_broad.tsv	fax	Fala	Fala	Latin		False	Broad	538
fin_latn_broad.tsv	fin	Finnish	Finnish	Latin		False	Broad	158880
fin_latn_narrow.tsv	fin	Finnish	Finnish	Latin		False	Narrow	158871
fra_latn_broad.tsv	fra	French	French	Latin		False	Broad	80943
fra_latn_broad_filtered.tsv	fra	French	French	Latin		True	Broad	80690
fra_latn_narrow.tsv	fra	French	French	Latin		False	Narrow	254
fro_latn_broad.tsv	fro	Old French (842-ca. 1400)	Old French	Latin		False	Broad	929
frr_latn_broad.tsv	frr	Northern Frisian	North Frisian	Latin		False	Broad	167
fry_latn_broad.tsv	fry	Western Frisian	West Frisian	Latin		False	Broad	1061
gla_latn_broad.tsv	gla	Scottish Gaelic	Scottish Gaelic	Latin		False	Broad	3131
gla_latn_narrow.tsv	gla	Scottish Gaelic	Scottish Gaelic	Latin		False	Narrow	162
gle_latn_broad.tsv	gle	Irish	Irish	Latin		False	Broad	14379
gle_latn_narrow.tsv	gle	Irish	Irish	Latin		False	Narrow	1570
glg_latn_broad.tsv	glg	Galician	Galician	Latin		False	Broad	5076
glg_latn_narrow.tsv	glg	Galician	Galician	Latin		False	Narrow	4248
glv_latn_broad.tsv	glv	Manx	Manx	Latin		False	Broad	208
glv_latn_narrow.tsv	glv	Manx	Manx	Latin		False	Narrow	131
gml_latn_broad.tsv	gml	Middle Low German	Middle Low German	Latin		False	Broad	171
goh_latn_broad.tsv	goh	Old High German (ca. 750-1050)	Old High German	Latin		False	Broad	141
got_goth_broad.tsv	got	Gothic	Gothic	Gothic		False	Broad	1785
got_goth_narrow.tsv	got	Gothic	Gothic	Gothic		False	Narrow	382
grc_grek_broad.tsv	grc	Ancient Greek (to 1453)	Ancient Greek	Greek		False	Broad	120580
grn_latn_broad.tsv	grn	Guarani	Guaraní	Latin		False	Broad	213
gsw_latn_broad.tsv	gsw	Swiss German	Alemannic German	Latin		False	Broad	468
guj_gujr_broad.tsv	guj	Gujarati	Gujarati	Gujarati		False	Broad	2058
gur_latn_broad.tsv	gur	Farefare	Farefare	Latin		False	Broad	104
guw_latn_broad.tsv	guw	Gun	Gun	Latin		False	Broad	682
hat_latn_broad.tsv	hat	Haitian	Haitian Creole	Latin		False	Broad	1456
hau_latn_broad.tsv	hau	Hausa	Hausa	Latin		False	Broad	1937
hau_latn_narrow.tsv	hau	Hausa	Hausa	Latin		False	Narrow	1912
haw_latn_broad.tsv	haw	Hawaiian	Hawaiian	Latin		False	Broad	938
haw_latn_narrow.tsv	haw	Hawaiian	Hawaiian	Latin		False	Narrow	878
hbs_cyrl_broad.tsv	hbs	Serbo-Croatian	Serbo-Croatian	Cyrillic		False	Broad	23019
hbs_cyrl_broad_filtered.tsv	hbs	Serbo-Croatian	Serbo-Croatian	Cyrillic		True	Broad	22849
hbs_latn_broad.tsv	hbs	Serbo-Croatian	Serbo-Croatian	Latin		False	Broad	24462
hbs_latn_broad_filtered.tsv	hbs	Serbo-Croatian	Serbo-Croatian	Latin		True	Broad	24142
heb_hebr_broad.tsv	heb	Hebrew	Hebrew	Hebrew		False	Broad	1957
heb_hebr_narrow.tsv	heb	Hebrew	Hebrew	Hebrew		False	Narrow	212
hil_latn_broad.tsv	hil	Hiligaynon	Hiligaynon	Latin		False	Broad	331
hil_latn_narrow.tsv	hil	Hiligaynon	Hiligaynon	Latin		False	Narrow	314
hin_deva_broad.tsv	hin	Hindi	Hindi	Devanagari		False	Broad	25269
hin_deva_broad_filtered.tsv	hin	Hindi	Hindi	Devanagari		True	Broad	24640
hin_deva_narrow.tsv	hin	Hindi	Hindi	Devanagari		False	Narrow	22296
hrx_latn_broad.tsv	hrx	Hunsrik	Hunsrik	Latin		False	Broad	1713
hsb_latn_broad.tsv	hsb	Upper Sorbian	Upper Sorbian	Latin		False	Broad	357
hsb_latn_narrow.tsv	hsb	Upper Sorbian	Upper Sorbian	Latin		False	Narrow	150
hts_latn_broad.tsv	hts	Hadza	Hadza	Latin		False	Broad	335
hun_latn_narrow.tsv	hun	Hungarian	Hungarian	Latin		False	Narrow	62497
hun_latn_narrow_filtered.tsv	hun	Hungarian	Hungarian	Latin		True	Narrow	62429
huu_latn_narrow.tsv	huu	Murui Huitoto	Murui Huitoto	Latin		False	Narrow	314
hye_armn_e_narrow.tsv	hye	Armenian	Armenian	Armenian	Eastern Armenian, standard	False	Narrow	16874
hye_armn_e_narrow_filtered.tsv	hye	Armenian	Armenian	Armenian	Eastern Armenian, standard	True	Narrow	7580
hye_armn_w_narrow.tsv	hye	Armenian	Armenian	Armenian	Western Armenian, standard	False	Narrow	16512
hye_armn_w_narrow_filtered.tsv	hye	Armenian	Armenian	Armenian	Western Armenian, standard	True	Narrow	7442
iba_latn_broad.tsv	iba	Iban	Iban	Latin		False	Broad	519
iba_latn_narrow.tsv	iba	Iban	Iban	Latin		False	Narrow	176
ido_latn_broad.tsv	ido	Ido	Ido	Latin		False	Broad	8012
ilo_latn_broad.tsv	ilo	Iloko	Ilocano	Latin		False	Broad	805
ilo_latn_narrow.tsv	ilo	Iloko	Ilocano	Latin		False	Narrow	750
ina_latn_broad.tsv	ina	Interlingua (International Auxiliary Language Association)	Interlingua	Latin		False	Broad	321
ind_latn_broad.tsv	ind	Indonesian	Indonesian	Latin		False	Broad	4952
ind_latn_narrow.tsv	ind	Indonesian	Indonesian	Latin		False	Narrow	6125
inh_cyrl_broad.tsv	inh	Ingush	Ingush	Cyrillic		False	Broad	166
isl_latn_broad.tsv	isl	Icelandic	Icelandic	Latin		False	Broad	9866
isl_latn_broad_filtered.tsv	isl	Icelandic	Icelandic	Latin		True	Broad	9797
isl_latn_narrow.tsv	isl	Icelandic	Icelandic	Latin		False	Narrow	376
ita_latn_broad.tsv	ita	Italian	Italian	Latin		False	Broad	79988
ita_latn_broad_filtered.tsv	ita	Italian	Italian	Latin		True	Broad	79865
izh_latn_broad.tsv	izh	Ingrian	Ingrian	Latin		False	Broad	7577
izh_latn_narrow.tsv	izh	Ingrian	Ingrian	Latin		False	Narrow	12334
jam_latn_broad.tsv	jam	Jamaican Creole English	Jamaican Creole	Latin		False	Broad	207
jav_java_broad.tsv	jav	Javanese	Javanese	Javanese		False	Broad	664
jje_hang_broad.tsv	jje	Jejueo	Jeju	Hangul		False	Broad	739
jpn_hira_narrow.tsv	jpn	Japanese	Japanese	Hiragana		False	Narrow	26604
jpn_hira_narrow_filtered.tsv	jpn	Japanese	Japanese	Hiragana		True	Narrow	26460
jpn_kana_narrow.tsv	jpn	Japanese	Japanese	Katakana		False	Narrow	6903
jpn_kana_narrow_filtered.tsv	jpn	Japanese	Japanese	Katakana		True	Narrow	6289
kal_latn_broad.tsv	kal	Kalaallisut	Greenlandic	Latin		False	Broad	1528
kal_latn_narrow.tsv	kal	Kalaallisut	Greenlandic	Latin		False	Narrow	1324
kan_knda_broad.tsv	kan	Kannada	Kannada	Kannada		False	Broad	884
kas_arab_broad.tsv	kas	Kashmiri	Kashmiri	Arabic		False	Broad	421
kas_arab_narrow.tsv	kas	Kashmiri	Kashmiri	Arabic		False	Narrow	253
kas_deva_broad.tsv	kas	Kashmiri	Kashmiri	Devanagari		False	Broad	113
kat_geor_broad.tsv	kat	Georgian	Georgian	Georgian		False	Broad	17212
kat_geor_broad_filtered.tsv	kat	Georgian	Georgian	Georgian		True	Broad	17192
kat_geor_narrow.tsv	kat	Georgian	Georgian	Georgian		False	Narrow	13940
kaw_latn_broad.tsv	kaw	Kawi	Old Javanese	Latin		False	Broad	593
kaz_cyrl_broad.tsv	kaz	Kazakh	Kazakh	Cyrillic		False	Broad	274
kaz_cyrl_narrow.tsv	kaz	Kazakh	Kazakh	Cyrillic		False	Narrow	1396
kbd_cyrl_narrow.tsv	kbd	Kabardian	Kabardian	Cyrillic		False	Narrow	859
kgp_latn_broad.tsv	kgp	Kaingang	Kaingang	Latin		False	Broad	107
khb_talu_broad.tsv	khb	Lü	Lü	New Tai Lue		False	Broad	499
khm_khmr_broad.tsv	khm	Khmer	Khmer	Khmer		False	Broad	6302
khm_khmr_broad_filtered.tsv	khm	Khmer	Khmer	Khmer		True	Broad	6300
kik_latn_broad.tsv	kik	Kikuyu	Kikuyu	Latin		False	Broad	1158
kir_cyrl_broad.tsv	kir	Kirghiz	Kyrgyz	Cyrillic		False	Broad	583
kir_cyrl_narrow.tsv	kir	Kirghiz	Kyrgyz	Cyrillic		False	Narrow	147
kix_latn_broad.tsv	kix	Khiamniungan Naga	Khiamniungan Naga	Latin		False	Broad	181
kld_latn_broad.tsv	kld	Gamilaraay	Gamilaraay	Latin		False	Broad	515
klj_latn_narrow.tsv	klj	Khalaj	Khalaj	Latin		False	Narrow	2001
kmr_latn_broad.tsv	kmr	Northern Kurdish	Northern Kurdish	Latin		False	Broad	2140
koi_cyrl_broad.tsv	koi	Komi-Permyak	Komi-Permyak	Cyrillic		False	Broad	182
koi_cyrl_narrow.tsv	koi	Komi-Permyak	Komi-Permyak	Cyrillic		False	Narrow	180
kok_deva_broad.tsv	kok	Konkani (macrolanguage)	Konkani	Devanagari		False	Broad	172
kok_deva_narrow.tsv	kok	Konkani (macrolanguage)	Konkani	Devanagari		False	Narrow	537
kor_hang_narrow.tsv	kor	Korean	Korean	Hangul		False	Narrow	25800
kor_hang_narrow_filtered.tsv	kor	Korean	Korean	Hangul		True	Narrow	22072
kpv_cyrl_broad.tsv	kpv	Komi-Zyrian	Komi-Zyrian	Cyrillic		False	Broad	834
kpv_cyrl_narrow.tsv	kpv	Komi-Zyrian	Komi-Zyrian	Cyrillic		False	Narrow	794
krl_latn_broad.tsv	krl	Karelian	Karelian	Latin		False	Broad	419
ksw_mymr_broad.tsv	ksw	S'gaw Karen	S'gaw Karen	Myanmar		False	Broad	177
ktz_latn_broad.tsv	ktz	Juǀʼhoan	Juǀ'hoan	Latin		False	Broad	132
kwk_latn_broad.tsv	kwk	Kwakiutl	Kwak'wala	Latin		False	Broad	107
kxd_latn_broad.tsv	kxd	Brunei	Brunei Malay	Latin		False	Broad	351
kyu_kali_broad.tsv	kyu	Western Kayah	Western Kayah	Kayah Li		False	Broad	128
lad_latn_broad.tsv	lad	Ladino	Ladino	Latin		False	Broad	120
lao_laoo_narrow.tsv	lao	Lao	Lao	Lao		False	Narrow	4180
lat_latn_clas_broad.tsv	lat	Latin	Latin	Latin	Classical	False	Broad	36066
lat_latn_clas_broad_filtered.tsv	lat	Latin	Latin	Latin	Classical	True	Broad	35200
lat_latn_clas_narrow.tsv	lat	Latin	Latin	Latin	Classical	False	Narrow	36068
lat_latn_eccl_broad.tsv	lat	Latin	Latin	Latin	Ecclesiastical	False	Broad	34974
lat_latn_eccl_narrow.tsv	lat	Latin	Latin	Latin	Ecclesiastical	False	Narrow	35564
lav_latn_narrow.tsv	lav	Latvian	Latvian	Latin		False	Narrow	1355
lav_latn_narrow_filtered.tsv	lav	Latvian	Latvian	Latin		True	Narrow	1255
lif_limb_broad.tsv	lif	Limbu	Limbu	Limbu		False	Broad	108
lij_latn_broad.tsv	lij	Ligurian	Ligurian	Latin		False	Broad	816
lim_latn_broad.tsv	lim	Limburgan	Limburgish	Latin		False	Broad	949
lim_latn_narrow.tsv	lim	Limburgan	Limburgish	Latin		False	Narrow	230
lit_latn_broad.tsv	lit	Lithuanian	Lithuanian	Latin		False	Broad	370
lit_latn_narrow.tsv	lit	Lithuanian	Lithuanian	Latin		False	Narrow	12831
liv_latn_broad.tsv	liv	Liv	Livonian	Latin		False	Broad	393
lmo_latn_broad.tsv	lmo	Lombard	Lombard	Latin		False	Broad	486
lmo_latn_narrow.tsv	lmo	Lombard	Lombard	Latin		False	Narrow	375
lmy_latn_narrow.tsv	lmy	Lamboya	Laboya	Latin		False	Narrow	129
lou_latn_broad.tsv	lou	Louisiana Creole	Louisiana Creole	Latin		False	Broad	240
lsi_latn_broad.tsv	lsi	Lashi	Lashi	Latin		False	Broad	324
ltg_latn_narrow.tsv	ltg	Latgalian	Latgalian	Latin		False	Narrow	444
ltz_latn_broad.tsv	ltz	Luxembourgish	Luxembourgish	Latin		False	Broad	4090
ltz_latn_narrow.tsv	ltz	Luxembourgish	Luxembourgish	Latin		False	Narrow	2654
lut_latn_broad.tsv	lut	Lushootseed	Lushootseed	Latin		False	Broad	121
lwl_thai_broad.tsv	lwl	Eastern Lawa	Eastern Lawa	Thai		False	Broad	253
lzz_geor_broad.tsv	lzz	Laz	Laz	Georgian		False	Broad	305
mah_latn_broad.tsv	mah	Marshallese	Marshallese	Latin		False	Broad	943
mah_latn_narrow.tsv	mah	Marshallese	Marshallese	Latin		False	Narrow	1060
mai_deva_narrow.tsv	mai	Maithili	Maithili	Devanagari		False	Narrow	164
mak_latn_narrow.tsv	mak	Makasar	Makasar	Latin		False	Narrow	432
mal_mlym_broad.tsv	mal	Malayalam	Malayalam	Malayalam		False	Broad	7100
mal_mlym_narrow.tsv	mal	Malayalam	Malayalam	Malayalam		False	Narrow	375
mar_deva_broad.tsv	mar	Marathi	Marathi	Devanagari		False	Broad	2681
mar_deva_narrow.tsv	mar	Marathi	Marathi	Devanagari		False	Narrow	599
mdf_cyrl_broad.tsv	mdf	Moksha	Moksha	Cyrillic		False	Broad	131
mfe_latn_broad.tsv	mfe	Morisyen	Mauritian Creole	Latin		False	Broad	205
mfe_latn_narrow.tsv	mfe	Morisyen	Mauritian Creole	Latin		False	Narrow	105
mga_latn_broad.tsv	mga	Middle Irish (900-1200)	Middle Irish	Latin		False	Broad	317
mic_latn_broad.tsv	mic	Mi'kmaq	Mi'kmaq	Latin		False	Broad	203
mic_latn_narrow.tsv	mic	Mi'kmaq	Mi'kmaq	Latin		False	Narrow	201
mkd_cyrl_narrow.tsv	mkd	Macedonian	Macedonian	Cyrillic		False	Narrow	62277
mlg_latn_broad.tsv	mlg	Malagasy	Malagasy	Latin		False	Broad	185
mlt_latn_broad.tsv	mlt	Maltese	Maltese	Latin		False	Broad	18391
mlt_latn_broad_filtered.tsv	mlt	Maltese	Maltese	Latin		True	Broad	18361
mnc_mong_narrow.tsv	mnc	Manchu	Manchu	Mongolian		False	Narrow	1467
mnw_mymr_broad.tsv	mnw	Mon	Mon	Myanmar		False	Broad	1079
mon_cyrl_broad.tsv	mon	Mongolian	Mongolian	Cyrillic		False	Broad	3477
mon_cyrl_narrow.tsv	mon	Mongolian	Mongolian	Cyrillic		False	Narrow	806
mqs_latn_broad.tsv	mqs	West Makian	West Makian	Latin		False	Broad	793
msa_arab_ara_broad.tsv	msa	Malay (macrolanguage)	Malay	Arabic		False	Broad	628
msa_arab_ara_narrow.tsv	msa	Malay (macrolanguage)	Malay	Arabic		False	Narrow	220
msa_arab_broad.tsv	msa	Malay (macrolanguage)	Malay	Arabic		False	Broad	653
msa_arab_narrow.tsv	msa	Malay (macrolanguage)	Malay	Arabic		False	Narrow	204
msa_latn_broad.tsv	msa	Malay (macrolanguage)	Malay	Latin		False	Broad	3504
msa_latn_narrow.tsv	msa	Malay (macrolanguage)	Malay	Latin		False	Narrow	1246
mtq_latn_broad.tsv	mtq	Muong	Muong	Latin		False	Broad	144
mww_latn_broad.tsv	mww	Hmong Daw	White Hmong	Latin		False	Broad	419
mya_mymr_broad.tsv	mya	Burmese	Burmese	Myanmar		False	Broad	6075
mya_mymr_broad_filtered.tsv	mya	Burmese	Burmese	Myanmar		True	Broad	6062
nap_latn_broad.tsv	nap	Neapolitan	Neapolitan	Latin		False	Broad	201
nap_latn_narrow.tsv	nap	Neapolitan	Neapolitan	Latin		False	Narrow	455
nav_latn_broad.tsv	nav	Navajo	Navajo	Latin		False	Broad	329
nci_latn_broad.tsv	nci	Classical Nahuatl	Classical Nahuatl	Latin		False	Broad	855
nci_latn_narrow.tsv	nci	Classical Nahuatl	Classical Nahuatl	Latin		False	Narrow	1435
nds_latn_broad.tsv	nds	Low German	Low German	Latin		False	Broad	210
nep_deva_narrow.tsv	nep	Nepali (macrolanguage)	Nepali	Devanagari		False	Narrow	1926
new_deva_narrow.tsv	new	Newari	Newar	Devanagari		False	Narrow	413
nhg_latn_narrow.tsv	nhg	Tetelcingo Nahuatl	Tetelcingo Nahuatl	Latin		False	Narrow	305
nhn_latn_broad.tsv	nhn	Central Nahuatl	Central Nahuatl	Latin		False	Broad	167
nhx_latn_broad.tsv	nhx	Isthmus-Mecayapan Nahuatl	Mecayapan Nahuatl	Latin		False	Broad	146
niv_cyrl_broad.tsv	niv	Gilyak	Nivkh	Cyrillic		False	Broad	131
nld_latn_broad.tsv	nld	Dutch	Dutch	Latin		False	Broad	40908
nld_latn_broad_filtered.tsv	nld	Dutch	Dutch	Latin		True	Broad	40831
nld_latn_narrow.tsv	nld	Dutch	Dutch	Latin		False	Narrow	693
nmy_latn_narrow.tsv	nmy	Namuyi	Namuyi	Latin		False	Narrow	356
